Branch_ID,Branch_Name,Customer_ID,Customer_Name,Total_Spent,Spending_rank
BR0231,"Alwar Branch 231",CUST015257,"Manish Kumar",385849.24,3
BR0232,"Pune Branch 232",CUST087042,"Ankit Jain",312388.90,1
BR0232,"Pune Branch 232",CUST079167,"Kavita Gupta",299888.69,2
BR0232,"Pune Branch 232",CUST075165,"Arjun Mehta",298795.08,3
BR0233,"Jodhpur Branch 233",CUST000945,"Simran Mehta",521196.34,1
BR0233,"Jodhpur Branch 233",CUST059184,"Meena Tiwari",482329.55,2
BR0233,"Jodhpur Branch 233",CUST039690,"Suresh Kumar",299637.45,3
BR0234,"Ahmedabad Branch 234",CUST048566,"Simran Sharma",446573.74,1
BR0234,"Ahmedabad Branch 234",CUST018761,"Kavita Rathore",402638.46,2
BR0234,"Ahmedabad Branch 234",CUST039486,"Pawan Singh",299764.90,3
BR0235,"Pune Branch 235",CUST087684,"Vikas Tiwari",464057.54,1
BR0235,"Pune Branch 235",CUST072477,"Deepak Rathore",409868.33,2
BR0235,"Pune Branch 235",CUST021920,"Deepak Kumar",395314.72,3
BR0236,"Chandigarh Branch 236",CUST008431,"Neha Rathore",517843.46,1
BR0236,"Chandigarh Branch 236",CUST060792,"Komal Malhotra",457580.74,2
BR0236,"Chandigarh Branch 236",CUST008602,"Vikas Bansal",457497.09,3
BR0237,"Kolkata Branch 237",CUST053016,"Vivek Bansal",432692.88,1
BR0237,"Kolkata Branch 237",CUST080419,"Riya Rathore",330767.48,2
BR0237,"Kolkata Branch 237",CUST059000,"Priya Jain",315992.93,3
BR0238,"Ahmedabad Branch 238",CUST066630,"Sneha Rathore",543225.37,1
BR0238,"Ahmedabad Branch 238",CUST008958,"Arjun Choudhary",331632.41,2
BR0238,"Ahmedabad Branch 238",CUST002351,"Sneha Saini",314528.53,3
BR0239,"Udaipur Branch 239",CUST047304,"Priya Singh",480643.27,1
BR0239,"Udaipur Branch 239",CUST038247,"Manish Kumar",449365.31,2
BR0239,"Udaipur Branch 239",CUST064172,"Arjun Joshi",401066.26,3
BR0240,"Ahmedabad Branch 240",CUST096663,"Sneha Agarwal",460434.18,1
BR0240,"Ahmedabad Branch 240",CUST012608,"Vikas Tiwari",356141.96,2
BR0240,"Ahmedabad Branch 240",CUST012007,"Vivek Jain",299798.71,3
BR0241,"Surat Branch 241",CUST063629,"Neha Bansal",432030.64,1
BR0241,"Surat Branch 241",CUST091902,"Kavita Gupta",336106.88,2
BR0241,"Surat Branch 241",CUST001357,"Meena Verma",299936.63,3
BR0242,"Chandigarh Branch 242",CUST045191,"Pawan Rathore",398641.77,1
BR0242,"Chandigarh Branch 242",CUST030170,"Arjun Mishra",356618.45,2
BR0242,"Chandigarh Branch 242",CUST005639,"Kavita Joshi",299995.91,3
BR0243,"Bengaluru Branch 243",CUST012466,"Meena Sharma",308452.97,1
BR0243,"Bengaluru Branch 243",CUST003931,"Kavita Tiwari",299678.25,2
BR0243,"Bengaluru Branch 243",CUST042607,"Karan Yadav",299440.53,3
BR0244,"Surat Branch 244",CUST031642,"Pawan Saini",457196.29,1
BR0244,"Surat Branch 244",CUST059468,"Neha Saini",355121.38,2
BR0244,"Surat Branch 244",CUST028609,"Manish Joshi",347806.53,3
BR0245,"Surat Branch 245",CUST092379,"Komal Bansal",390264.76,1
BR0245,"Surat Branch 245",CUST001466,"Anjali Choudhary",309758.62,2
BR0245,"Surat Branch 245",CUST006143,"Vikas Saini",298935.79,3
BR0246,"Lucknow Branch 246",CUST008626,"Suresh Mehta",531409.58,1
BR0246,"Lucknow Branch 246",CUST052172,"Riya Malhotra",435030.40,2
BR0246,"Lucknow Branch 246",CUST045863,"Priya Choudhary",341250.86,3
BR0247,"Bhopal Branch 247",CUST048395,"Rohit Mishra",656968.35,1
BR0247,"Bhopal Branch 247",CUST076317,"Sneha Mishra",467927.32,2
BR0247,"Bhopal Branch 247",CUST021394,"Ankit Bansal",465375.18,3
BR0248,"Surat Branch 248",CUST071159,"Shreya Joshi",363260.17,1
BR0248,"Surat Branch 248",CUST035081,"Komal Mehta",311031.64,2
BR0248,"Surat Branch 248",CUST070596,"Nikhil Joshi",299760.69,3
BR0249,"Chennai Branch 249",CUST003871,"Shreya Sharma",341129.34,1
BR0249,"Chennai Branch 249",CUST048441,"Neha Kumar",299974.74,2
BR0249,"Chennai Branch 249",CUST009956,"Simran Rathore",299820.18,3
BR0250,"Indore Branch 250",CUST054130,"Amit Tiwari",483125.16,1
BR0250,"Indore Branch 250",CUST077201,"Riya Sharma",476507.59,2
BR0250,"Indore Branch 250",CUST079661,"Sneha Sharma",318902.07,3
BR0251,"Jaipur Branch 251",CUST007917,"Arjun Jain",416746.30,1
BR0251,"Jaipur Branch 251",CUST088550,"Manish Malhotra",367473.49,2
BR0251,"Jaipur Branch 251",CUST032558,"Anjali Rathore",308586.83,3
BR0252,"Chandigarh Branch 252",CUST074918,"Suresh Kumar",939078.22,1
BR0252,"Chandigarh Branch 252",CUST040503,"Suresh Malhotra",599530.56,2
BR0252,"Chandigarh Branch 252",CUST037081,"Pooja Mishra",598471.14,3
BR0253,"Alwar Branch 253",CUST081871,"Pooja Mehta",548007.68,1
BR0253,"Alwar Branch 253",CUST037117,"Kavita Rathore",539581.99,2
BR0253,"Alwar Branch 253",CUST089409,"Nikhil Gupta",415334.04,3
BR0254,"Kota Branch 254",CUST035987,"Rohit Verma",458532.21,1
BR0254,"Kota Branch 254",CUST060216,"Pooja Patel",372224.32,2
BR0254,"Kota Branch 254",CUST007173,"Nikhil Choudhary",333140.33,3
BR0255,"Alwar Branch 255",CUST001473,"Riya Patel",447998.30,1
BR0255,"Alwar Branch 255",CUST082768,"Pooja Gupta",332138.40,2
BR0255,"Alwar Branch 255",CUST071637,"Sneha Yadav",299734.69,3
BR0256,"Chandigarh Branch 256",CUST063593,"Nikhil Kumar",446885.13,1
BR0256,"Chandigarh Branch 256",CUST049820,"Simran Rathore",299506.22,2
BR0256,"Chandigarh Branch 256",CUST014366,"Meena Gupta",298966.79,3
BR0257,"Alwar Branch 257",CUST094842,"Rahul Saini",590201.30,1
BR0257,"Alwar Branch 257",CUST062909,"Karan Gupta",432600.70,2
BR0257,"Alwar Branch 257",CUST019813,"Pooja Jain",415534.16,3
BR0258,"Alwar Branch 258",CUST011771,"Vikas Agarwal",466761.42,1
BR0258,"Alwar Branch 258",CUST082963,"Ankit Jain",299848.02,2
BR0258,"Alwar Branch 258",CUST040796,"Komal Gupta",299443.51,3
BR0259,"Kolkata Branch 259",CUST084906,"Komal Agarwal",508739.90,1
BR0259,"Kolkata Branch 259",CUST066680,"Nikhil Mishra",397759.25,2
BR0259,"Kolkata Branch 259",CUST026132,"Riya Patel",370858.81,3
BR0260,"Indore Branch 260",CUST018540,"Neha Tiwari",471929.51,1
BR0260,"Indore Branch 260",CUST048507,"Vivek Singh",429493.60,2
BR0260,"Indore Branch 260",CUST004951,"Pooja Verma",397630.47,3
BR0261,"Bengaluru Branch 261",CUST063465,"Arjun Bansal",483100.38,1
BR0261,"Bengaluru Branch 261",CUST023039,"Vivek Gupta",472526.87,2
BR0261,"Bengaluru Branch 261",CUST063016,"Ankit Singh",299849.64,3
BR0262,"Delhi Branch 262",CUST077678,"Vikas Malhotra",599990.04,1
BR0262,"Delhi Branch 262",CUST016270,"Rohit Saini",377042.71,2
BR0262,"Delhi Branch 262",CUST073189,"Sneha Kumar",299907.89,3
BR0263,"Surat Branch 263",CUST006063,"Shreya Kumar",564321.59,1
BR0263,"Surat Branch 263",CUST092213,"Nikhil Patel",507378.20,2
BR0263,"Surat Branch 263",CUST095936,"Suresh Bansal",299148.84,3
BR0264,"Mumbai Branch 264",CUST092765,"Vikas Sharma",342896.61,1
BR0264,"Mumbai Branch 264",CUST098082,"Pooja Jain",299713.96,2
BR0264,"Mumbai Branch 264",CUST082524,"Neha Singh",299690.18,3
BR0265,"Kolkata Branch 265",CUST065699,"Neha Joshi",421840.40,1
BR0265,"Kolkata Branch 265",CUST026491,"Ankit Sharma",299900.68,2
BR0265,"Kolkata Branch 265",CUST046422,"Kavita Patel",299419.15,3
BR0266,"Mumbai Branch 266",CUST096668,"Arjun Verma",408273.80,1
BR0266,"Mumbai Branch 266",CUST034971,"Pooja Mehta",400602.68,2
BR0266,"Mumbai Branch 266",CUST072154,"Pooja Mehta",350980.23,3
BR0267,"Udaipur Branch 267",CUST025637,"Meena Choudhary",421168.32,1
BR0267,"Udaipur Branch 267",CUST089235,"Amit Kumar",407542.28,2
BR0267,"Udaipur Branch 267",CUST064831,"Komal Saini",372507.68,3
BR0268,"Chennai Branch 268",CUST019550,"Pooja Singh",380542.94,1
BR0268,"Chennai Branch 268",CUST080469,"Simran Gupta",299468.86,2
BR0268,"Chennai Branch 268",CUST093379,"Deepak Choudhary",299424.90,3
BR0269,"Pune Branch 269",CUST029925,"Vikas Malhotra",402305.77,1
BR0269,"Pune Branch 269",CUST084799,"Rahul Yadav",348116.47,2
BR0269,"Pune Branch 269",CUST098464,"Vivek Mishra",343641.38,3
BR0270,"Chennai Branch 270",CUST071194,"Nikhil Singh",522403.96,1
BR0270,"Chennai Branch 270",CUST002943,"Anjali Bansal",299572.96,2
BR0270,"Chennai Branch 270",CUST078477,"Rohit Malhotra",299563.29,3
BR0271,"Kolkata Branch 271",CUST039748,"Manish Singh",407563.73,1
BR0271,"Kolkata Branch 271",CUST030638,"Sneha Verma",392837.84,2
BR0271,"Kolkata Branch 271",CUST043698,"Vivek Saini",299958.43,3
BR0272,"Chandigarh Branch 272",CUST012949,"Simran Patel",475804.53,1
BR0272,"Chandigarh Branch 272",CUST044178,"Sneha Bansal",446263.95,2
BR0272,"Chandigarh Branch 272",CUST064951,"Suresh Yadav",404901.52,3
BR0273,"Udaipur Branch 273",CUST038521,"Amit Joshi",449925.32,1
BR0273,"Udaipur Branch 273",CUST055671,"Karan Gupta",447924.60,2
BR0273,"Udaipur Branch 273",CUST025597,"Priya Choudhary",442343.80,3
BR0274,"Ahmedabad Branch 274",CUST059323,"Kavita Mehta",299596.39,1
BR0274,"Ahmedabad Branch 274",CUST038829,"Pooja Choudhary",298931.74,2
BR0274,"Ahmedabad Branch 274",CUST044296,"Sneha Agarwal",298833.40,3
BR0275,"Ahmedabad Branch 275",CUST022925,"Arjun Jain",321313.76,1
BR0275,"Ahmedabad Branch 275",CUST069791,"Meena Malhotra",299906.98,2
BR0275,"Ahmedabad Branch 275",CUST067656,"Riya Jain",299066.93,3
BR0276,"Mumbai Branch 276",CUST085605,"Manish Singh",562392.74,1
BR0276,"Mumbai Branch 276",CUST088580,"Sneha Saini",472613.65,2
BR0276,"Mumbai Branch 276",CUST060311,"Suresh Kumar",319851.80,3
BR0277,"Lucknow Branch 277",CUST039950,"Kavita Jain",506181.47,1
BR0277,"Lucknow Branch 277",CUST062627,"Sneha Yadav",481045.14,2
BR0277,"Lucknow Branch 277",CUST028717,"Vikas Joshi",308926.84,3
BR0278,"Mumbai Branch 278",CUST024868,"Pawan Rathore",594142.22,1
BR0278,"Mumbai Branch 278",CUST058274,"Manish Gupta",417725.91,2
BR0278,"Mumbai Branch 278",CUST024596,"Meena Jain",399186.26,3
BR0279,"Kota Branch 279",CUST080091,"Rahul Singh",474520.66,1
BR0279,"Kota Branch 279",CUST012152,"Rohit Agarwal",374880.99,2
BR0279,"Kota Branch 279",CUST041873,"Rohit Patel",350147.01,3
BR0280,"Jaipur Branch 280",CUST090142,"Shreya Tiwari",565038.57,1
BR0280,"Jaipur Branch 280",CUST090725,"Deepak Patel",410773.63,2
BR0280,"Jaipur Branch 280",CUST003496,"Vikas Gupta",348598.17,3
BR0281,"Bhopal Branch 281",CUST068723,"Arjun Bansal",346220.80,1
BR0281,"Bhopal Branch 281",CUST099595,"Manish Choudhary",299493.31,2
BR0281,"Bhopal Branch 281",CUST080458,"Simran Sharma",299063.12,3
BR0282,"Delhi Branch 282",CUST074471,"Amit Mehta",509998.02,1
BR0282,"Delhi Branch 282",CUST091449,"Sneha Singh",420266.21,2
BR0282,"Delhi Branch 282",CUST091734,"Vikas Jain",372181.37,3
BR0283,"Alwar Branch 283",CUST017828,"Rohit Choudhary",361754.90,1
BR0283,"Alwar Branch 283",CUST085069,"Shreya Bansal",299931.20,2
BR0283,"Alwar Branch 283",CUST037631,"Meena Patel",299859.27,3
BR0284,"Chandigarh Branch 284",CUST009080,"Shreya Mishra",434575.90,1
BR0284,"Chandigarh Branch 284",CUST089060,"Anjali Yadav",335429.06,2
BR0284,"Chandigarh Branch 284",CUST074501,"Kavita Kumar",299867.93,3
BR0285,"Surat Branch 285",CUST004497,"Suresh Malhotra",469824.48,1
BR0285,"Surat Branch 285",CUST021326,"Ankit Mehta",443832.79,2
BR0285,"Surat Branch 285",CUST075512,"Arjun Choudhary",423181.86,3
BR0286,"Bengaluru Branch 286",CUST071083,"Karan Choudhary",424424.16,1
BR0286,"Bengaluru Branch 286",CUST090172,"Pawan Malhotra",321348.34,2
BR0286,"Bengaluru Branch 286",CUST081866,"Neha Joshi",303189.39,3
BR0287,"Jaipur Branch 287",CUST069369,"Riya Yadav",394534.83,1
BR0287,"Jaipur Branch 287",CUST001526,"Priya Yadav",349913.15,2
BR0287,"Jaipur Branch 287",CUST084785,"Amit Sharma",299998.06,3
BR0288,"Delhi Branch 288",CUST082025,"Ankit Patel",393997.22,1
BR0288,"Delhi Branch 288",CUST054800,"Rahul Mehta",381420.74,2
BR0288,"Delhi Branch 288",CUST037952,"Kavita Bansal",370200.29,3
BR0289,"Pune Branch 289",CUST006590,"Suresh Yadav",497158.10,1
BR0289,"Pune Branch 289",CUST063056,"Kavita Mishra",462980.02,2
BR0289,"Pune Branch 289",CUST020063,"Neha Yadav",380921.41,3
BR0290,"Bengaluru Branch 290",CUST060437,"Pooja Saini",588792.86,1
BR0290,"Bengaluru Branch 290",CUST015161,"Karan Tiwari",458931.50,2
BR0290,"Bengaluru Branch 290",CUST034864,"Deepak Gupta",434373.46,3
BR0291,"Kolkata Branch 291",CUST024498,"Sneha Patel",456783.64,1
BR0291,"Kolkata Branch 291",CUST094035,"Amit Mehta",313512.24,2
BR0291,"Kolkata Branch 291",CUST004953,"Rohit Patel",299973.64,3
BR0292,"Ahmedabad Branch 292",CUST085948,"Deepak Verma",438735.44,1
BR0292,"Ahmedabad Branch 292",CUST090560,"Simran Verma",342358.91,2
BR0292,"Ahmedabad Branch 292",CUST050056,"Vikas Sharma",299757.62,3
BR0293,"Jodhpur Branch 293",CUST093812,"Neha Patel",485780.38,1
BR0293,"Jodhpur Branch 293",CUST049556,"Manish Verma",461235.39,2
BR0293,"Jodhpur Branch 293",CUST051284,"Kavita Rathore",406474.96,3
BR0294,"Kota Branch 294",CUST070925,"Arjun Rathore",430612.74,1
BR0294,"Kota Branch 294",CUST033094,"Komal Singh",420385.90,2
BR0294,"Kota Branch 294",CUST012535,"Shreya Rathore",320062.54,3
BR0295,"Delhi Branch 295",CUST098115,"Riya Choudhary",350897.42,1
BR0295,"Delhi Branch 295",CUST016749,"Vivek Mehta",341580.80,2
BR0295,"Delhi Branch 295",CUST092583,"Vivek Sharma",339556.99,3
BR0296,"Jaipur Branch 296",CUST001140,"Pooja Mehta",481368.01,1
BR0296,"Jaipur Branch 296",CUST058909,"Arjun Yadav",434874.61,2
BR0296,"Jaipur Branch 296",CUST062738,"Komal Kumar",306821.30,3
BR0297,"Kolkata Branch 297",CUST068573,"Neha Kumar",539657.66,1
BR0297,"Kolkata Branch 297",CUST030256,"Manish Tiwari",348412.41,2
BR0297,"Kolkata Branch 297",CUST073918,"Nikhil Jain",312557.40,3
BR0298,"Hyderabad Branch 298",CUST099606,"Suresh Verma",481713.19,1
BR0298,"Hyderabad Branch 298",CUST052980,"Riya Joshi",471007.34,2
BR0298,"Hyderabad Branch 298",CUST082357,"Meena Verma",391136.98,3
BR0299,"Lucknow Branch 299",CUST020931,"Pawan Agarwal",599751.48,1
BR0299,"Lucknow Branch 299",CUST045164,"Vivek Rathore",398887.08,2
BR0299,"Lucknow Branch 299",CUST023931,"Karan Tiwari",385261.44,3
BR0300,"Bhopal Branch 300",CUST084162,"Ankit Malhotra",441086.15,1
BR0300,"Bhopal Branch 300",CUST076021,"Riya Mehta",330321.10,2
BR0300,"Bhopal Branch 300",CUST028522,"Ankit Singh",328994.46,3
BR0301,"Bhopal Branch 301",CUST006091,"Amit Patel",299549.52,1
BR0301,"Bhopal Branch 301",CUST001518,"Pawan Agarwal",298348.52,2
BR0301,"Bhopal Branch 301",CUST033876,"Shreya Tiwari",298121.09,3
BR0302,"Chennai Branch 302",CUST082371,"Sneha Saini",594717.96,1
BR0302,"Chennai Branch 302",CUST002376,"Sneha Choudhary",377309.78,2
BR0302,"Chennai Branch 302",CUST088804,"Kavita Kumar",350365.20,3
BR0303,"Indore Branch 303",CUST079459,"Arjun Sharma",470337.78,1
BR0303,"Indore Branch 303",CUST027287,"Neha Mishra",408531.14,2
BR0303,"Indore Branch 303",CUST063570,"Komal Mishra",378071.32,3
BR0304,"Jodhpur Branch 304",CUST079236,"Riya Malhotra",356224.75,1
BR0304,"Jodhpur Branch 304",CUST028314,"Anjali Yadav",299272.17,2
BR0304,"Jodhpur Branch 304",CUST068044,"Nikhil Mishra",298770.79,3
BR0305,"Jodhpur Branch 305",CUST003573,"Pooja Saini",448019.09,1
BR0305,"Jodhpur Branch 305",CUST066354,"Pooja Gupta",299908.85,2
BR0305,"Jodhpur Branch 305",CUST096683,"Priya Jain",299295.89,3
BR0306,"Jodhpur Branch 306",CUST081061,"Neha Sharma",299889.12,1
BR0306,"Jodhpur Branch 306",CUST029057,"Simran Mishra",299744.26,2
BR0306,"Jodhpur Branch 306",CUST074392,"Riya Tiwari",299706.75,3
BR0307,"Surat Branch 307",CUST064290,"Shreya Tiwari",419691.57,1
BR0307,"Surat Branch 307",CUST007287,"Komal Singh",299193.01,2
BR0307,"Surat Branch 307",CUST010377,"Shreya Jain",299151.80,3
BR0308,"Pune Branch 308",CUST098042,"Arjun Joshi",423334.71,1
BR0308,"Pune Branch 308",CUST019675,"Meena Singh",336893.35,2
BR0308,"Pune Branch 308",CUST053455,"Simran Agarwal",299859.48,3
BR0309,"Alwar Branch 309",CUST063614,"Vivek Joshi",413951.04,1
BR0309,"Alwar Branch 309",CUST091317,"Rahul Kumar",355104.59,2
BR0309,"Alwar Branch 309",CUST000383,"Deepak Singh",347753.09,3
BR0310,"Kolkata Branch 310",CUST029971,"Neha Yadav",580124.23,1
BR0310,"Kolkata Branch 310",CUST098271,"Shreya Mehta",413710.09,2
BR0310,"Kolkata Branch 310",CUST007793,"Anjali Saini",409502.57,3
BR0311,"Ahmedabad Branch 311",CUST021940,"Riya Agarwal",439883.98,1
BR0311,"Ahmedabad Branch 311",CUST057800,"Deepak Patel",347216.43,2
BR0311,"Ahmedabad Branch 311",CUST094438,"Arjun Mishra",335742.99,3
BR0312,"Kolkata Branch 312",CUST055613,"Rahul Saini",404854.96,1
BR0312,"Kolkata Branch 312",CUST080111,"Komal Rathore",347462.60,2
BR0312,"Kolkata Branch 312",CUST095149,"Nikhil Rathore",299614.28,3
BR0313,"Udaipur Branch 313",CUST011569,"Priya Mehta",492658.21,1
BR0313,"Udaipur Branch 313",CUST065417,"Vivek Mehta",483556.97,2
BR0313,"Udaipur Branch 313",CUST072602,"Shreya Mehta",453312.82,3
BR0314,"Alwar Branch 314",CUST081218,"Anjali Mishra",517433.11,1
BR0314,"Alwar Branch 314",CUST052915,"Manish Kumar",396383.16,2
BR0314,"Alwar Branch 314",CUST011283,"Simran Jain",377372.49,3
BR0315,"Chennai Branch 315",CUST079400,"Ankit Saini",543571.01,1
BR0315,"Chennai Branch 315",CUST058673,"Priya Malhotra",482735.12,2
BR0315,"Chennai Branch 315",CUST086368,"Arjun Singh",478526.11,3
BR0316,"Bhopal Branch 316",CUST050850,"Manish Choudhary",527607.97,1
BR0316,"Bhopal Branch 316",CUST053094,"Vikas Mishra",419449.56,2
BR0316,"Bhopal Branch 316",CUST057217,"Simran Verma",299825.36,3
BR0317,"Bhopal Branch 317",CUST087975,"Amit Bansal",431333.80,1
BR0317,"Bhopal Branch 317",CUST094167,"Rahul Tiwari",365282.52,2
BR0317,"Bhopal Branch 317",CUST041318,"Priya Verma",324863.46,3
BR0318,"Udaipur Branch 318",CUST034119,"Suresh Choudhary",323266.28,1
BR0318,"Udaipur Branch 318",CUST080547,"Anjali Sharma",299298.62,2
BR0318,"Udaipur Branch 318",CUST059838,"Amit Malhotra",299253.72,3
BR0319,"Kota Branch 319",CUST080316,"Riya Kumar",549824.06,1
BR0319,"Kota Branch 319",CUST082263,"Komal Rathore",317726.91,2
BR0319,"Kota Branch 319",CUST092060,"Vikas Bansal",299914.76,3
BR0320,"Alwar Branch 320",CUST005929,"Neha Sharma",593048.50,1
BR0320,"Alwar Branch 320",CUST005982,"Deepak Patel",466608.46,2
BR0320,"Alwar Branch 320",CUST096946,"Nikhil Tiwari",362790.33,3
BR0321,"Pune Branch 321",CUST051554,"Suresh Patel",581945.96,1
BR0321,"Pune Branch 321",CUST090396,"Vivek Mishra",446426.56,2
BR0321,"Pune Branch 321",CUST096936,"Meena Jain",299162.83,3
BR0322,"Chandigarh Branch 322",CUST062177,"Vivek Rathore",445040.98,1
BR0322,"Chandigarh Branch 322",CUST005685,"Suresh Kumar",408492.51,2
BR0322,"Chandigarh Branch 322",CUST053194,"Neha Mehta",320212.96,3
BR0323,"Kota Branch 323",CUST037504,"Vikas Saini",518369.97,1
BR0323,"Kota Branch 323",CUST067508,"Vivek Jain",397288.74,2
BR0323,"Kota Branch 323",CUST076359,"Manish Singh",366000.41,3
BR0324,"Lucknow Branch 324",CUST065585,"Vikas Jain",322284.99,1
BR0324,"Lucknow Branch 324",CUST089477,"Ankit Choudhary",298482.57,2
BR0324,"Lucknow Branch 324",CUST045775,"Meena Kumar",298350.99,3
BR0325,"Udaipur Branch 325",CUST071944,"Suresh Agarwal",514981.72,1
BR0325,"Udaipur Branch 325",CUST008441,"Pawan Yadav",512225.74,2
BR0325,"Udaipur Branch 325",CUST024543,"Rohit Singh",424496.88,3
BR0326,"Chennai Branch 326",CUST083183,"Nikhil Gupta",461311.38,1
BR0326,"Chennai Branch 326",CUST073286,"Amit Gupta",359150.88,2
BR0326,"Chennai Branch 326",CUST085799,"Pooja Yadav",303308.91,3
BR0327,"Mumbai Branch 327",CUST027489,"Pooja Verma",367164.75,1
BR0327,"Mumbai Branch 327",CUST000078,"Ankit Bansal",361017.89,2
BR0327,"Mumbai Branch 327",CUST059915,"Suresh Bansal",299747.07,3
BR0328,"Chennai Branch 328",CUST070634,"Manish Patel",384252.64,1
BR0328,"Chennai Branch 328",CUST023065,"Riya Bansal",353403.74,2
BR0328,"Chennai Branch 328",CUST008878,"Kavita Yadav",311910.28,3
BR0329,"Chandigarh Branch 329",CUST074815,"Simran Agarwal",595599.26,1
BR0329,"Chandigarh Branch 329",CUST087769,"Pooja Verma",422689.22,2
BR0329,"Chandigarh Branch 329",CUST090568,"Vikas Joshi",346745.58,3
BR0330,"Delhi Branch 330",CUST074548,"Ankit Tiwari",476209.77,1
BR0330,"Delhi Branch 330",CUST040169,"Komal Kumar",361858.58,2
BR0330,"Delhi Branch 330",CUST037908,"Karan Rathore",356209.05,3
BR0331,"Kolkata Branch 331",CUST032356,"Anjali Gupta",504017.24,1
BR0331,"Kolkata Branch 331",CUST007243,"Sneha Sharma",480272.95,2
BR0331,"Kolkata Branch 331",CUST027645,"Arjun Mehta",446380.21,3
BR0332,"Bhopal Branch 332",CUST005865,"Simran Kumar",473960.44,1
BR0332,"Bhopal Branch 332",CUST060892,"Vivek Yadav",388540.08,2
BR0332,"Bhopal Branch 332",CUST009006,"Ankit Bansal",375913.56,3
BR0333,"Indore Branch 333",CUST019163,"Neha Choudhary",463796.24,1
BR0333,"Indore Branch 333",CUST043723,"Vikas Verma",348707.76,2
BR0333,"Indore Branch 333",CUST097133,"Suresh Rathore",299681.32,3
BR0334,"Pune Branch 334",CUST002548,"Komal Agarwal",430734.40,1
BR0334,"Pune Branch 334",CUST026672,"Vikas Mishra",400942.64,2
BR0334,"Pune Branch 334",CUST062642,"Kavita Yadav",325234.30,3
BR0335,"Kota Branch 335",CUST062419,"Meena Choudhary",487278.48,1
BR0335,"Kota Branch 335",CUST005277,"Komal Mehta",425997.61,2
BR0335,"Kota Branch 335",CUST051695,"Meena Bansal",407228.61,3
BR0336,"Bhopal Branch 336",CUST024442,"Priya Malhotra",472867.05,1
BR0336,"Bhopal Branch 336",CUST064536,"Simran Rathore",415176.47,2
BR0336,"Bhopal Branch 336",CUST032996,"Manish Yadav",399661.29,3
BR0337,"Kolkata Branch 337",CUST043933,"Vivek Gupta",328109.96,1
BR0337,"Kolkata Branch 337",CUST043293,"Anjali Choudhary",299743.27,2
BR0337,"Kolkata Branch 337",CUST079711,"Kavita Malhotra",299401.05,3
BR0338,"Bhopal Branch 338",CUST073982,"Vivek Singh",511037.12,1
BR0338,"Bhopal Branch 338",CUST002635,"Amit Singh",299980.61,2
BR0338,"Bhopal Branch 338",CUST017350,"Meena Tiwari",299963.11,3
BR0339,"Jaipur Branch 339",CUST080145,"Riya Agarwal",331996.02,1
BR0339,"Jaipur Branch 339",CUST035677,"Shreya Rathore",299588.69,2
BR0339,"Jaipur Branch 339",CUST012036,"Sneha Joshi",299101.29,3
BR0340,"Jaipur Branch 340",CUST016587,"Pooja Mehta",458862.79,1
BR0340,"Jaipur Branch 340",CUST090350,"Rahul Malhotra",299658.29,2
BR0340,"Jaipur Branch 340",CUST050126,"Vikas Yadav",299433.45,3
BR0341,"Kolkata Branch 341",CUST082840,"Priya Rathore",406665.25,1
BR0341,"Kolkata Branch 341",CUST035159,"Pawan Joshi",379947.60,2
BR0341,"Kolkata Branch 341",CUST019159,"Pawan Singh",344862.40,3
BR0342,"Ahmedabad Branch 342",CUST079460,"Manish Yadav",529699.29,1
BR0342,"Ahmedabad Branch 342",CUST019171,"Komal Saini",529513.84,2
BR0342,"Ahmedabad Branch 342",CUST038260,"Karan Joshi",522985.52,3
BR0343,"Indore Branch 343",CUST051379,"Deepak Patel",327651.62,1
BR0343,"Indore Branch 343",CUST060392,"Suresh Patel",299904.95,2
BR0343,"Indore Branch 343",CUST015651,"Anjali Saini",299482.90,3
BR0344,"Kolkata Branch 344",CUST054628,"Arjun Gupta",508905.15,1
BR0344,"Kolkata Branch 344",CUST046727,"Meena Joshi",426953.63,2
BR0344,"Kolkata Branch 344",CUST077283,"Kavita Yadav",349937.22,3
BR0345,"Delhi Branch 345",CUST082975,"Simran Rathore",583666.56,1
BR0345,"Delhi Branch 345",CUST044511,"Meena Malhotra",578395.86,2
BR0345,"Delhi Branch 345",CUST089907,"Manish Mishra",506691.73,3
BR0346,"Bengaluru Branch 346",CUST039204,"Deepak Yadav",301093.96,1
BR0346,"Bengaluru Branch 346",CUST043284,"Neha Verma",299979.85,2
BR0346,"Bengaluru Branch 346",CUST028716,"Simran Mishra",299749.44,3
BR0347,"Indore Branch 347",CUST083018,"Pawan Tiwari",461944.95,1
BR0347,"Indore Branch 347",CUST092307,"Meena Mishra",425562.66,2
BR0347,"Indore Branch 347",CUST001988,"Meena Agarwal",407434.18,3
BR0348,"Delhi Branch 348",CUST098827,"Ankit Mehta",559648.54,1
BR0348,"Delhi Branch 348",CUST093080,"Neha Gupta",516160.08,2
BR0348,"Delhi Branch 348",CUST035177,"Shreya Sharma",461689.86,3
BR0349,"Surat Branch 349",CUST016178,"Shreya Sharma",299822.00,1
BR0349,"Surat Branch 349",CUST057585,"Rohit Rathore",299315.15,2
BR0349,"Surat Branch 349",CUST063513,"Karan Agarwal",299301.36,3
