Employee_ID,Employee_Name,Branch_ID,Designation,Department,Joining_Date,Salary,Employee_Status
EMP000293,"Karan Verma",BR0218,Clerk,Sales,2024-06-26,86133.10,Active
EMP000294,"Vivek Agarwal",BR0619,"Relationship Manager",Sales,2024-08-25,179578.13,Active
EMP000295,"Rohit Kumar",BR0952,Clerk,HR,2023-09-08,108661.00,Unknown
EMP000296,"Pawan Joshi",BR0761,"Assistant Manager",Operations,2024-12-05,53127.31,Active
EMP000297,"Deepak Sharma",BR0831,"Relationship Manager",Operations,2022-11-30,66197.93,Unknown
EMP000298,"Vikas Mishra",BR0396,"Senior Officer",Loans,2023-11-21,177599.80,Unknown
EMP000299,"Amit Gupta",BR0134,"Relationship Manager",Finance,2024-06-26,96173.01,Active
EMP000300,"Shreya Agarwal",BR0119,Officer,Finance,2025-01-31,114308.34,Active
EMP000301,"Shreya Yadav",BR0165,Clerk,IT,2024-07-17,0.00,Unknown
EMP000302,"Kavita Bansal",BR0798,Manager,Finance,2024-09-06,121173.69,Unknown
EMP000303,"Shreya Verma",BR0931,"Assistant Manager",IT,2023-02-24,148984.37,Inactive
EMP000304,"Simran Patel",BR0268,"Assistant Manager",Sales,2022-02-14,144400.37,Active
EMP000305,"Arjun Patel",BR0550,"Relationship Manager",Sales,2024-04-18,134806.72,Active
EMP000306,"Priya Tiwari",BR0506,"Senior Officer",Operations,2022-12-30,111802.70,Inactive
EMP000307,"Simran Patel",BR0603,Manager,Loans,2024-02-18,109420.63,Inactive
EMP000308,"Komal Yadav",BR0022,Clerk,Sales,0000-00-00,121230.72,Unknown
EMP000309,"Nikhil Saini",BR0409,"Assistant Manager",Loans,2022-10-28,130557.82,Active
EMP000310,"Manish Verma",BR0803,Officer,IT,2022-06-15,51408.94,Unknown
EMP000311,"Amit Sharma",BR0851,"Assistant Manager",Sales,2025-12-29,69782.12,Inactive
EMP000312,"Anjali Verma",BR0127,"Relationship Manager",Loans,2023-02-12,108668.40,Inactive
EMP000313,"Vikas Mishra",BR0529,Officer,Loans,2025-08-31,87408.10,Active
EMP000314,"Suresh Mehta",BR0097,Manager,Operations,2025-12-29,50485.57,Unknown
EMP000315,"Sneha Singh",BR0424,Clerk,HR,2024-07-01,151132.60,Unknown
EMP000316,"Riya Tiwari",BR0729,"Assistant Manager",Sales,2023-09-16,172135.37,Inactive
EMP000317,"Amit Jain",BR0547,Manager,Operations,2022-04-27,107969.81,Active
EMP000318,"Meena Mishra",BR0217,Clerk,Loans,2024-02-24,165120.33,Active
EMP000319,"Arjun Choudhary",BR0627,"Assistant Manager","Customer Service",2022-05-04,70258.75,Unknown
EMP000320,"Karan Sharma",BR0775,Manager,Sales,2025-02-09,128540.02,Inactive
EMP000321,"Simran Tiwari",BR0400,"Relationship Manager",Operations,2022-03-11,64728.81,Active
EMP000322,"Ankit Choudhary",BR0662,Clerk,HR,2022-05-17,55499.81,Unknown
EMP000323,"Meena Jain",BR0367,"Assistant Manager","Customer Service",2025-05-24,149110.14,Active
EMP000324,"Kavita Tiwari",BR0379,"Senior Officer",Operations,2022-02-08,38730.13,Unknown
EMP000325,"Arjun Singh",BR0591,Clerk,"Customer Service",2022-03-08,75243.45,Active
EMP000326,"Deepak Choudhary",BR0500,Clerk,"Customer Service",2022-04-25,151052.53,Inactive
EMP000327,"Vivek Patel",BR0250,Manager,Sales,2022-02-11,151181.10,Active
EMP000328,"Pawan Kumar",BR0734,Clerk,"Customer Service",2025-06-17,130958.39,Unknown
EMP000329,"Pawan Agarwal",BR0920,Manager,Finance,2024-09-03,120253.06,Unknown
EMP000330,"Pooja Tiwari",BR0593,Manager,"Customer Service",2025-03-21,157811.43,Unknown
EMP000331,"Vivek Rathore",BR0819,"Assistant Manager",Loans,2024-11-27,128118.40,Inactive
EMP000332,"Rohit Joshi",BR0541,Officer,Operations,2024-12-24,59377.27,Unknown
EMP000333,"Simran Choudhary",BR0425,"Relationship Manager",Operations,2023-12-12,90241.23,Unknown
EMP000334,"Rohit Saini",BR0911,Clerk,Finance,2025-11-04,105838.55,Unknown
EMP000335,"Vikas Singh",BR0148,"Relationship Manager",Sales,2025-06-07,117730.84,Inactive
EMP000336,"Neha Yadav",BR0096,Officer,Operations,2024-09-08,22569.11,Unknown
EMP000337,"Arjun Saini",BR0890,"Assistant Manager","Customer Service",2022-05-11,71577.16,Active
EMP000338,"Amit Yadav",BR0174,Manager,IT,2025-08-18,0.00,Inactive
EMP000339,"Meena Jain",BR0842,Clerk,Finance,2025-08-08,69721.24,Active
EMP000340,"Ankit Gupta",BR0386,Manager,Operations,2023-02-10,149836.10,Active
EMP000341,"Simran Agarwal",BR0972,Officer,Finance,2024-06-10,49305.41,Active
EMP000342,"Meena Gupta",BR0586,"Senior Officer",HR,2022-12-16,123636.62,Inactive
EMP000343,"Arjun Rathore",BR0490,"Senior Officer",Sales,2023-05-07,159707.64,Inactive
EMP000344,"Vivek Saini",BR0145,Clerk,Loans,2025-10-22,147318.07,Inactive
EMP000345,"Kavita Singh",BR0248,Manager,Finance,2024-07-03,148121.19,Inactive
EMP000346,"Shreya Gupta",BR0338,Officer,Finance,2025-09-05,43387.82,Unknown
EMP000347,"Simran Choudhary",BR0211,Officer,Loans,2022-03-27,75846.12,Unknown
EMP000348,"Vivek Gupta",BR0997,"Assistant Manager",Finance,2022-09-15,51116.37,Active
EMP000349,"Pooja Joshi",BR0392,Manager,Sales,2025-06-05,68001.45,Active
EMP000350,"Manish Joshi",BR0240,Manager,HR,2025-07-11,85044.33,Active
EMP000351,"Pawan Rathore",BR0438,Officer,Sales,2022-10-20,106991.21,Inactive
EMP000352,"Karan Mehta",BR0546,Manager,Sales,2025-03-17,133637.14,Active
EMP000353,"Vivek Patel",BR0810,Clerk,Sales,2022-10-15,126364.06,Unknown
EMP000354,"Vivek Tiwari",BR0805,"Senior Officer",Operations,2024-10-06,130238.58,Active
EMP000355,"Amit Mehta",BR0866,Manager,Finance,2022-01-22,86807.21,Unknown
EMP000356,"Vikas Singh",BR0682,Clerk,"Customer Service",2024-08-05,25074.88,Active
EMP000357,"Amit Sharma",BR0927,Officer,"Customer Service",2023-10-19,174697.76,Unknown
EMP000358,"Rahul Choudhary",BR0458,Officer,"Customer Service",2022-12-09,35256.62,Active
EMP000359,"Vikas Tiwari",BR0119,Clerk,Loans,2022-10-04,27089.39,Unknown
EMP000360,"Pawan Singh",BR0311,Clerk,IT,2024-03-20,30425.18,Unknown
EMP000361,"Simran Sharma",BR0349,Officer,HR,2022-03-08,22025.92,Active
EMP000362,"Manish Choudhary",BR0835,Clerk,Operations,2025-11-04,143516.72,Inactive
EMP000363,"Deepak Joshi",BR0113,Clerk,Loans,2022-01-05,131462.89,Unknown
EMP000364,"Riya Bansal",BR0902,"Relationship Manager",Sales,2025-05-04,91656.45,Unknown
EMP000365,"Pawan Rathore",BR0118,Officer,Sales,2023-01-12,93917.55,Active
EMP000366,"Anjali Malhotra",BR0958,Clerk,HR,2022-01-03,98403.12,Active
EMP000367,"Neha Tiwari",BR0635,"Assistant Manager",Loans,2024-07-15,176041.32,Active
EMP000368,"Suresh Gupta",BR0264,Manager,Sales,2023-05-19,44649.88,Unknown
EMP000369,"Arjun Malhotra",BR0724,"Senior Officer",IT,2023-12-24,175005.19,Active
EMP000370,"Vikas Kumar",BR0896,Manager,Operations,2022-08-14,34861.56,Active
EMP000371,"Arjun Bansal",BR0328,Manager,Operations,2023-07-16,174186.84,Inactive
EMP000372,"Rohit Agarwal",BR0899,Officer,IT,2024-03-17,51082.23,Unknown
EMP000373,"Manish Mehta",BR0808,Manager,HR,2023-03-05,100822.92,Unknown
EMP000374,"Komal Sharma",BR0012,"Relationship Manager",Loans,2025-09-04,175595.34,Active
EMP000375,"Amit Patel",BR0622,Manager,IT,2023-02-06,135959.36,Unknown
EMP000376,"Pawan Gupta",BR0603,"Relationship Manager","Customer Service",2022-03-26,80972.39,Active
EMP000377,"Simran Mishra",BR0699,"Relationship Manager","Customer Service",2024-05-12,177704.73,Active
EMP000378,"Simran Singh",BR0153,Officer,Loans,2025-09-05,82213.51,Unknown
EMP000379,"Riya Gupta",BR0724,"Senior Officer",Operations,2024-01-04,162972.46,Unknown
EMP000380,"Ankit Choudhary",BR0782,Manager,Loans,2025-11-05,109277.26,Inactive
EMP000381,"Rohit Patel",BR0516,"Relationship Manager",HR,2024-08-19,45306.44,Active
EMP000382,"Ankit Sharma",BR0996,"Senior Officer",Sales,2023-06-09,70275.98,Inactive
EMP000383,"Neha Singh",BR0458,"Relationship Manager",IT,2024-12-14,89025.88,Unknown
EMP000384,"Amit Kumar",BR0587,"Assistant Manager",Operations,2022-11-19,94065.54,Active
EMP000385,"Neha Mishra",BR0550,Clerk,Finance,2023-01-09,66494.29,Unknown
EMP000386,"Ankit Mehta",BR0721,"Senior Officer",Sales,2024-10-01,45348.48,Unknown
EMP000387,"Simran Kumar",BR0065,"Relationship Manager",Operations,2024-06-18,69924.76,Active
EMP000388,"Arjun Joshi",BR0436,"Senior Officer",HR,2023-05-03,43197.06,Active
EMP000389,"Ankit Tiwari",BR0782,Officer,Operations,2024-01-26,64713.08,Active
EMP000390,"Rohit Saini",BR0877,"Assistant Manager",Finance,2024-02-26,36052.79,Inactive
EMP000391,"Manish Gupta",BR0947,Officer,HR,2024-04-12,37669.96,Unknown
EMP000392,"Shreya Choudhary",BR0698,Manager,Operations,2025-07-26,104711.06,Unknown
EMP000393,"Vivek Gupta",BR0960,Clerk,Loans,2023-06-20,133691.93,Unknown
EMP000394,"Simran Mehta",BR0316,Clerk,IT,2025-12-13,158300.83,Unknown
EMP000395,"Pooja Mehta",BR0316,"Relationship Manager",HR,2023-05-09,66543.53,Unknown
EMP000396,"Deepak Gupta",BR0873,Clerk,Loans,2024-08-15,87135.84,Active
EMP000397,"Pooja Saini",BR0828,"Assistant Manager",IT,2024-10-02,89101.60,Active
EMP000398,"Vivek Saini",BR0879,"Senior Officer",HR,2023-05-14,165595.47,Unknown
EMP000399,"Rahul Bansal",BR0531,Clerk,"Customer Service",2023-09-08,95421.06,Inactive
EMP000400,"Priya Gupta",BR0223,Clerk,HR,2023-02-01,132000.57,Unknown
EMP000401,"Manish Mehta",BR0501,"Assistant Manager",Operations,2023-01-23,171913.34,Active
EMP000402,"Ankit Verma",BR0224,"Assistant Manager",IT,2024-12-13,96464.94,Inactive
EMP000403,"Meena Verma",BR0749,"Relationship Manager",Finance,2024-08-16,34167.79,Active
EMP000404,"Karan Rathore",BR0497,Manager,Operations,2023-12-12,46277.93,Inactive
EMP000405,"Rohit Malhotra",BR0979,"Assistant Manager",IT,2025-01-10,25696.77,Active
EMP000406,"Vikas Bansal",BR0891,"Assistant Manager","Customer Service",2025-08-21,166482.34,Active
EMP000407,"Karan Jain",BR0720,Clerk,IT,2022-01-26,61589.59,Unknown
EMP000408,"Vivek Tiwari",BR0671,"Senior Officer",Loans,2025-06-04,37299.14,Unknown
EMP000409,"Nikhil Sharma",BR0135,"Relationship Manager",IT,2022-05-01,60698.13,Inactive
EMP000410,"Simran Mehta",BR0273,Clerk,HR,2023-10-01,0.00,Unknown
EMP000411,"Sneha Joshi",BR0198,Manager,Sales,2025-06-05,62963.85,Unknown
EMP000412,"Kavita Sharma",BR0568,"Assistant Manager",Finance,2025-02-08,170448.26,Unknown
EMP000413,"Kavita Sharma",BR0098,Manager,Loans,2024-12-26,108066.38,Inactive
EMP000414,"Anjali Agarwal",BR0351,Officer,Operations,2023-10-23,109090.64,Active
EMP000415,"Sneha Bansal",BR0080,"Assistant Manager",IT,2023-05-07,132414.10,Active
EMP000416,"Anjali Kumar",BR0744,Manager,HR,2024-06-16,125744.35,Unknown
EMP000417,"Kavita Gupta",BR0308,Clerk,Sales,2023-05-23,102073.63,Active
EMP000418,"Pawan Rathore",BR0172,"Relationship Manager",Operations,2023-11-14,93770.57,Active
EMP000419,"Komal Verma",BR0022,Clerk,Operations,2025-06-19,160107.80,Active
EMP000420,"Suresh Gupta",BR0262,"Relationship Manager",Operations,2025-03-19,106704.58,Active
EMP000421,"Komal Patel",BR0295,Manager,IT,2022-09-03,108150.39,Unknown
EMP000422,"Meena Verma",BR0508,"Assistant Manager","Customer Service",2024-03-07,53461.07,Active
EMP000423,"Neha Agarwal",BR0504,Officer,HR,2023-04-29,132319.66,Inactive
EMP000424,"Rahul Malhotra",BR0865,Officer,Operations,2024-07-04,85243.20,Inactive
EMP000425,"Meena Saini",BR0318,"Relationship Manager",HR,0000-00-00,168195.75,Active
EMP000426,"Shreya Saini",BR0979,"Assistant Manager",HR,2023-06-20,45960.59,Unknown
EMP000427,"Neha Yadav",BR0546,"Assistant Manager",Sales,2023-06-18,141160.30,Active
EMP000428,"Anjali Sharma",BR0616,Clerk,IT,2022-04-18,98189.88,Unknown
EMP000429,"Meena Verma",BR0651,"Assistant Manager",Sales,2024-01-29,58366.43,Active
EMP000430,"Amit Jain",BR0531,Clerk,Loans,2024-07-04,139943.78,Unknown
EMP000431,"Simran Choudhary",BR0383,"Senior Officer",Sales,2025-06-15,157353.50,Unknown
EMP000432,"Riya Rathore",BR0396,Officer,Operations,2022-09-20,87636.78,Inactive
EMP000433,"Manish Sharma",BR0399,Manager,Loans,2022-10-17,55558.09,Unknown
EMP000434,"Pooja Malhotra",BR0901,"Assistant Manager",Loans,2022-10-15,153515.14,Inactive
EMP000435,"Deepak Verma",BR0491,"Assistant Manager",Operations,2023-06-24,153661.42,Active
EMP000436,"Komal Singh",BR0689,"Senior Officer",Operations,2023-06-17,135866.19,Active
EMP000437,"Karan Choudhary",BR0365,"Relationship Manager",Operations,2023-12-31,136821.61,Unknown
EMP000438,"Ankit Singh",BR0352,Officer,Finance,2025-03-26,94549.49,Unknown
EMP000439,"Karan Joshi",BR0446,"Relationship Manager",HR,2022-08-10,170203.83,Active
EMP000440,"Vivek Sharma",BR0685,"Assistant Manager",HR,0000-00-00,61661.73,Active
EMP000441,"Meena Bansal",BR0760,"Relationship Manager",Operations,2025-12-24,89930.63,Active
EMP000442,"Riya Singh",BR0651,"Relationship Manager",Finance,2024-05-03,74594.61,Active
EMP000443,"Vivek Rathore",BR0610,Manager,"Customer Service",2025-10-29,95239.92,Inactive
EMP000444,"Suresh Verma",BR0204,"Relationship Manager",Sales,2023-01-20,97777.90,Unknown
EMP000445,"Sneha Singh",BR0697,Manager,"Customer Service",2024-05-02,47590.30,Active
EMP000446,"Meena Saini",BR0673,"Assistant Manager",Operations,2022-05-01,79561.99,Inactive
EMP000447,"Rahul Jain",BR0663,"Relationship Manager",Sales,0000-00-00,174583.71,Unknown
EMP000448,"Nikhil Yadav",BR0659,"Relationship Manager",Operations,2024-06-09,126704.22,Inactive
EMP000449,"Karan Agarwal",BR0571,Officer,HR,2022-12-05,122193.52,Active
EMP000450,"Amit Verma",BR0179,"Senior Officer",Finance,2023-08-14,89358.05,Unknown
EMP000451,"Shreya Choudhary",BR0082,Clerk,IT,2025-06-14,150128.24,Inactive
EMP000452,"Kavita Saini",BR0728,"Senior Officer",Sales,2023-11-21,135950.77,Active
EMP000453,"Vikas Agarwal",BR0824,Clerk,HR,2022-02-19,85036.01,Active
EMP000454,"Priya Singh",BR0422,"Senior Officer",IT,2024-05-07,118205.59,Inactive
EMP000455,"Suresh Jain",BR0326,Clerk,Operations,2025-03-25,27934.92,Active
EMP000456,"Arjun Jain",BR0502,Manager,Finance,2023-05-07,24702.92,Unknown
EMP000457,"Meena Rathore",BR0520,Manager,Loans,2024-08-13,95629.42,Active
EMP000458,"Amit Jain",BR0185,Officer,Sales,2023-08-31,116497.90,Unknown
EMP000459,"Pawan Mishra",BR0792,Clerk,IT,2025-12-10,77810.92,Inactive
EMP000460,"Karan Agarwal",BR0613,Officer,Finance,2025-07-07,101131.17,Active
EMP000461,"Ankit Agarwal",BR0394,Officer,"Customer Service",2025-03-08,91267.52,Unknown
EMP000462,"Komal Bansal",BR0992,"Relationship Manager",Operations,2025-10-16,172822.92,Unknown
EMP000463,"Anjali Mehta",BR0504,"Senior Officer",HR,2022-03-09,24861.04,Unknown
EMP000464,"Nikhil Jain",BR0146,"Relationship Manager","Customer Service",2022-03-24,45985.28,Unknown
EMP000465,"Rohit Gupta",BR0176,"Relationship Manager",Loans,2024-05-04,170145.69,Active
EMP000466,"Rohit Singh",BR0245,"Senior Officer",Operations,2024-08-11,124360.57,Active
EMP000467,"Riya Agarwal",BR0366,Officer,IT,2023-01-26,41582.06,Unknown
EMP000468,"Arjun Rathore",BR0475,Officer,"Customer Service",2024-05-15,101600.17,Unknown
EMP000469,"Rahul Verma",BR0930,"Senior Officer",Sales,2025-11-01,59725.83,Inactive
EMP000470,"Sneha Jain",BR0880,Manager,"Customer Service",2025-11-23,122523.50,Active
EMP000471,"Anjali Jain",BR0843,Clerk,"Customer Service",2022-01-31,26851.83,Active
EMP000472,"Rahul Choudhary",BR0555,Officer,Sales,2024-05-20,64510.93,Active
EMP000473,"Suresh Patel",BR0415,"Relationship Manager",Finance,2023-06-22,130196.17,Active
EMP000474,"Vikas Gupta",BR0519,Manager,Sales,2025-12-30,28130.30,Active
EMP000475,"Rohit Jain",BR0984,"Relationship Manager","Customer Service",2025-03-25,27387.10,Unknown
EMP000476,"Deepak Saini",BR0030,Clerk,HR,2024-11-13,135061.14,Inactive
EMP000477,"Vikas Kumar",BR0120,Officer,"Customer Service",2022-08-13,131990.55,Unknown
EMP000478,"Manish Malhotra",BR0037,"Assistant Manager",Operations,2024-07-27,4637.08,Unknown
EMP000479,"Karan Sharma",BR0620,"Senior Officer",Sales,2025-11-10,141382.22,Unknown
EMP000480,"Komal Joshi",BR0843,Clerk,HR,2022-03-27,76226.49,Active
EMP000481,"Amit Jain",BR0841,"Relationship Manager",IT,2025-01-03,83139.32,Unknown
EMP000482,"Karan Tiwari",BR0318,"Assistant Manager",Loans,2025-05-04,155244.15,Unknown
EMP000483,"Komal Choudhary",BR0691,"Relationship Manager",HR,2024-04-05,124524.36,Active
EMP000484,"Riya Choudhary",BR0933,Manager,Sales,2023-05-12,65875.19,Unknown
EMP000485,"Manish Mishra",BR0309,Manager,IT,2024-12-03,135444.94,Unknown
EMP000486,"Shreya Kumar",BR0927,Manager,Operations,2022-08-02,56409.52,Active
EMP000487,"Vivek Kumar",BR0887,"Senior Officer",Loans,0000-00-00,146980.04,Active
EMP000488,"Ankit Saini",BR0830,"Senior Officer",Finance,2023-05-25,45220.11,Inactive
EMP000489,"Suresh Rathore",BR0960,Clerk,Finance,2022-04-15,142524.48,Inactive
EMP000490,"Sneha Choudhary",BR0390,Officer,HR,2025-04-23,56820.95,Active
EMP000491,"Suresh Rathore",BR0192,"Relationship Manager",HR,2022-01-12,137825.55,Unknown
EMP000492,"Kavita Mehta",BR0120,Officer,Operations,2022-03-04,156912.18,Active
EMP000493,"Neha Sharma",BR0284,Officer,Loans,2025-03-20,66893.52,Unknown
EMP000494,"Ankit Malhotra",BR0046,"Assistant Manager",Loans,2024-08-15,104810.37,Unknown
EMP000495,"Meena Verma",BR0588,Clerk,Finance,2022-05-26,105507.85,Inactive
EMP000496,"Ankit Singh",BR0338,Manager,"Customer Service",2022-06-08,153178.12,Unknown
EMP000497,"Simran Rathore",BR0275,Officer,Operations,2023-04-09,167615.08,Active
EMP000498,"Ankit Saini",BR0426,"Assistant Manager",Finance,2022-09-13,99720.76,Active
EMP000499,"Arjun Mehta",BR0005,"Senior Officer",Loans,2024-04-30,77236.42,Unknown
EMP000500,"Karan Yadav",BR0842,Clerk,Finance,2024-08-02,175688.29,Inactive
EMP000501,"Deepak Agarwal",BR0488,"Senior Officer",Operations,2025-04-26,168155.85,Active
EMP000502,"Rahul Tiwari",BR0129,"Senior Officer","Customer Service",2022-04-08,132509.36,Unknown
EMP000503,"Pawan Saini",BR0008,"Relationship Manager",HR,2025-02-04,143139.67,Unknown
EMP000504,"Arjun Singh",BR0932,Clerk,Finance,2023-01-08,124945.35,Unknown
EMP000505,"Suresh Gupta",BR0682,"Assistant Manager",Loans,2025-05-24,38099.28,Unknown
EMP000506,"Arjun Rathore",BR0667,"Senior Officer",HR,2025-12-12,49091.05,Inactive
EMP000507,"Shreya Verma",BR0051,Clerk,Sales,2025-02-14,77324.89,Active
EMP000508,"Riya Kumar",BR0175,Officer,HR,2023-07-13,122000.63,Unknown
EMP000509,"Shreya Choudhary",BR0373,Manager,Loans,2024-03-16,153399.77,Unknown
EMP000510,"Pawan Kumar",BR0905,Manager,Operations,2023-03-15,52795.55,Active
EMP000511,"Karan Jain",BR0978,"Assistant Manager",HR,2022-03-28,72968.51,Unknown
EMP000512,"Arjun Patel",BR0009,"Relationship Manager",IT,2024-11-04,132306.97,Unknown
EMP000513,"Neha Choudhary",BR0870,"Assistant Manager",IT,2024-06-28,42681.84,Unknown
EMP000514,"Pawan Singh",BR0822,Clerk,Loans,2024-06-18,108509.14,Inactive
EMP000515,"Pawan Mehta",BR0348,"Assistant Manager",Operations,2024-07-09,63622.35,Unknown
EMP000516,"Pawan Singh",BR0633,Officer,Operations,2025-05-15,56693.72,Active
EMP000517,"Karan Mehta",BR0613,"Senior Officer",IT,2023-10-20,32429.78,Inactive
EMP000518,"Neha Rathore",BR0144,"Relationship Manager",Loans,2023-05-24,156324.24,Inactive
EMP000519,"Manish Tiwari",BR0201,"Relationship Manager",Finance,2024-06-26,76161.30,Inactive
EMP000520,"Amit Mishra",BR0617,"Senior Officer",Operations,2022-10-21,167556.66,Active
EMP000521,"Pawan Sharma",BR0670,Officer,Finance,2023-10-30,111344.13,Inactive
EMP000522,"Ankit Malhotra",BR0549,"Relationship Manager",Finance,2024-04-26,67899.67,Inactive
EMP000523,"Rahul Singh",BR0703,Clerk,Finance,2025-06-12,128801.29,Unknown
EMP000524,"Riya Patel",BR0805,Manager,IT,2023-05-15,147813.76,Inactive
EMP000525,"Rahul Joshi",BR0455,Officer,HR,2023-08-23,27073.26,Unknown
EMP000526,"Karan Choudhary",BR0531,Clerk,Finance,2024-05-10,156426.26,Active
EMP000527,"Deepak Sharma",BR0508,"Assistant Manager",Sales,2024-11-08,46873.44,Inactive
EMP000528,"Manish Bansal",BR0984,"Assistant Manager",Finance,2025-09-27,59980.12,Active
EMP000529,"Simran Sharma",BR0055,"Relationship Manager",Sales,2022-01-12,140230.34,Active
EMP000530,"Anjali Patel",BR0698,Manager,Loans,2022-08-08,126551.22,Inactive
EMP000531,"Vikas Tiwari",BR0572,Officer,Sales,2022-10-17,25768.44,Unknown
EMP000532,"Deepak Singh",BR0562,Officer,"Customer Service",2025-05-31,77587.38,Unknown
EMP000533,"Pooja Kumar",BR0879,Clerk,Sales,2025-06-26,33398.73,Active
EMP000534,"Priya Singh",BR0621,Manager,IT,2025-09-06,145202.80,Active
EMP000535,"Riya Saini",BR0660,"Senior Officer",IT,2023-07-18,113077.61,Active
EMP000536,"Pooja Gupta",BR0897,"Senior Officer",IT,2023-06-29,158640.21,Active
EMP000537,"Vivek Jain",BR0488,"Relationship Manager",IT,2024-05-22,139606.06,Inactive
EMP000538,"Karan Malhotra",BR0564,Manager,Finance,2023-09-20,167250.19,Active
EMP000539,"Rohit Saini",BR0075,Clerk,Loans,2025-03-03,116649.75,Active
EMP000540,"Komal Agarwal",BR0213,"Relationship Manager",HR,2024-02-06,92840.74,Unknown
EMP000541,"Riya Tiwari",BR0645,"Senior Officer",Sales,2025-12-13,72039.52,Active
EMP000542,"Kavita Rathore",BR0808,"Senior Officer",Finance,2023-07-20,83698.78,Active
EMP000543,"Amit Yadav",BR0095,"Assistant Manager",IT,2022-02-15,70882.03,Unknown
EMP000544,"Vivek Tiwari",BR0463,"Relationship Manager",IT,2022-12-02,143255.70,Unknown
EMP000545,"Riya Kumar",BR0768,"Senior Officer","Customer Service",2023-04-05,168012.44,Active
EMP000546,"Neha Joshi",BR0984,"Assistant Manager",IT,2023-11-21,135911.58,Unknown
EMP000547,"Rohit Rathore",BR0321,"Relationship Manager",Sales,2025-11-28,90327.27,Active
EMP000548,"Shreya Bansal",BR0748,Officer,Finance,2025-12-22,171963.79,Unknown
EMP000549,"Pooja Malhotra",BR0735,Manager,HR,2022-01-20,167244.86,Unknown
EMP000550,"Komal Rathore",BR0570,"Assistant Manager",Finance,2025-02-17,154831.14,Active
EMP000551,"Suresh Jain",BR0780,Manager,Loans,2023-09-19,160419.83,Active
EMP000552,"Anjali Tiwari",BR0112,"Senior Officer","Customer Service",2025-05-01,105941.75,Active
EMP000553,"Arjun Patel",BR0709,Manager,Loans,2025-05-22,176343.02,Unknown
EMP000554,"Riya Saini",BR0175,Officer,Operations,2023-10-09,152928.76,Active
EMP000555,"Anjali Patel",BR0792,Officer,Finance,2022-08-24,33922.56,Active
EMP000556,"Arjun Mehta",BR0044,Manager,HR,2022-05-01,110360.50,Active
EMP000557,"Rohit Patel",BR0361,"Assistant Manager",Operations,2023-09-27,112128.26,Unknown
EMP000558,"Simran Joshi",BR0618,"Relationship Manager",IT,2022-02-21,74019.25,Unknown
EMP000559,"Riya Choudhary",BR0129,Officer,IT,2022-02-02,34647.01,Unknown
EMP000560,"Arjun Rathore",BR0806,Officer,"Customer Service",2025-12-24,33464.26,Unknown
EMP000561,"Nikhil Yadav",BR0327,Clerk,Finance,2022-01-06,176503.02,Inactive
EMP000562,"Vivek Singh",BR0322,Officer,"Customer Service",2022-08-22,121955.15,Inactive
EMP000563,"Deepak Malhotra",BR0830,"Relationship Manager","Customer Service",2022-05-10,153577.26,Inactive
EMP000564,"Vivek Tiwari",BR0882,"Senior Officer",Sales,2022-12-17,63665.49,Active
EMP000565,"Anjali Joshi",BR0476,Clerk,IT,2024-05-14,109774.53,Unknown
EMP000566,"Nikhil Malhotra",BR0422,"Assistant Manager",Sales,2022-12-24,153147.09,Unknown
EMP000567,"Anjali Tiwari",BR0078,Manager,Operations,2025-09-04,84846.43,Active
EMP000568,"Rahul Bansal",BR0301,"Assistant Manager",IT,2023-03-11,58501.49,Active
EMP000569,"Komal Mishra",BR0787,"Senior Officer",HR,2024-04-01,164156.85,Active
EMP000570,"Kavita Jain",BR0221,"Senior Officer",Sales,2022-07-06,47780.37,Inactive
EMP000571,"Rahul Saini",BR0007,Manager,Operations,2023-01-05,52726.11,Inactive
EMP000572,"Pooja Bansal",BR0850,Clerk,IT,2024-06-16,70116.39,Active
EMP000573,"Priya Mishra",BR0807,"Relationship Manager",HR,2025-08-03,59195.98,Inactive
EMP000574,"Vivek Mehta",BR0859,"Relationship Manager",Sales,2024-11-03,124353.09,Unknown
EMP000575,"Arjun Joshi",BR0547,Clerk,"Customer Service",2025-03-10,109377.85,Active
EMP000576,"Deepak Tiwari",BR0638,"Senior Officer",Loans,2023-11-24,36259.51,Unknown
EMP000577,"Vivek Rathore",BR0757,"Senior Officer",Operations,2024-03-31,26502.82,Active
EMP000578,"Manish Malhotra",BR0250,"Relationship Manager",Operations,2025-12-03,112611.32,Inactive
EMP000579,"Ankit Gupta",BR0111,"Relationship Manager",HR,2025-05-20,103590.56,Unknown
EMP000580,"Shreya Agarwal",BR0116,Officer,Finance,2024-07-29,80021.41,Unknown
EMP000581,"Suresh Verma",BR0897,"Relationship Manager",Finance,2024-05-06,137091.18,Unknown
EMP000582,"Nikhil Choudhary",BR0630,Officer,IT,2024-12-18,56232.14,Inactive
EMP000583,"Anjali Patel",BR0876,Manager,IT,2022-06-13,84922.14,Unknown
EMP000584,"Meena Rathore",BR0891,Clerk,Sales,2022-05-24,51219.14,Inactive
EMP000585,"Meena Sharma",BR0795,Manager,HR,2023-08-20,144531.57,Unknown
EMP000586,"Sneha Gupta",BR0060,"Senior Officer",HR,2025-12-28,106216.41,Unknown
EMP000587,"Ankit Tiwari",BR0110,"Assistant Manager",Operations,2024-10-24,27045.15,Unknown
