Card_ID,Customer_ID,Account_ID,Card_Type,Card_Last_6,Issue_Date,Expiry_Date,Card_Status
CARD0000304,CUST007380,ACC0069531,Debit,482626,2022-09-25,2022-09-25,Inactive
CARD0000305,CUST057224,ACC0127266,Prepaid,457355,2023-05-04,2023-05-04,Unknown
CARD0000306,CUST086254,ACC0065854,Prepaid,974929,2023-11-10,2023-11-10,Active
CARD0000307,CUST003657,ACC0057471,Debit,440868,2024-04-19,2024-04-19,Unknown
CARD0000308,CUST012138,ACC0084425,Credit,681720,2022-07-13,2022-07-13,Active
CARD0000309,CUST072730,ACC0038645,Prepaid,556373,2025-02-08,2025-02-08,Unknown
CARD0000310,CUST051740,ACC0033370,Debit,856533,2022-10-18,2022-10-18,Unknown
CARD0000311,CUST059973,ACC0110125,Credit,577852,2025-08-02,2025-08-02,Active
CARD0000312,CUST095812,ACC0067941,Credit,566323,2022-04-04,2022-04-04,Dormant
CARD0000313,CUST065271,ACC0036486,Debit,754982,2022-11-28,2022-11-28,Active
CARD0000314,CUST066138,ACC0104067,Credit,642649,2022-07-08,2022-07-08,Unknown
CARD0000315,CUST050144,ACC0044729,Debit,590543,2025-01-22,2025-01-22,Dormant
CARD0000316,CUST086994,ACC0070677,Credit,536058,2024-09-29,2024-09-29,Active
CARD0000317,CUST026059,ACC0040924,Debit,612649,2025-04-06,2025-04-06,Closed
CARD0000318,CUST018362,ACC0040119,Debit,467444,2023-05-01,2023-05-01,Closed
CARD0000319,CUST075600,ACC0052942,Debit,426458,2025-10-15,2025-10-15,Unknown
CARD0000320,CUST079574,ACC0060623,Debit,650688,2022-06-24,2022-06-24,Dormant
CARD0000321,CUST074472,ACC0066501,Debit,501177,2023-11-25,2023-11-25,Closed
CARD0000322,CUST033624,ACC0086963,Prepaid,932526,2023-11-19,2023-11-19,Unknown
CARD0000323,CUST006468,ACC0046901,Credit,970311,2023-11-18,2023-11-18,Unknown
CARD0000324,CUST089286,ACC0043899,Debit,710751,2025-12-27,2025-12-27,Inactive
CARD0000325,CUST047297,ACC0057549,Credit,638527,2024-12-28,2024-12-28,Dormant
CARD0000326,CUST072923,ACC0110451,Prepaid,642824,2025-07-21,2025-07-21,Active
CARD0000327,CUST017712,ACC0053980,Credit,984342,2022-07-21,2022-07-21,Active
CARD0000328,CUST028772,ACC0111161,Debit,429664,2025-07-08,2025-07-08,Inactive
CARD0000329,CUST056255,ACC0063803,Unknown,629090,2024-07-31,2024-07-31,Dormant
CARD0000330,CUST000973,ACC0099813,Prepaid,852851,2025-10-08,2025-10-08,Active
CARD0000331,CUST084532,ACC0064217,Debit,824238,2022-03-06,2022-03-06,Inactive
CARD0000332,CUST016771,ACC0053470,Unknown,743675,2022-04-15,2022-04-15,Active
CARD0000333,CUST039022,ACC0078917,Prepaid,457129,2023-01-02,2023-01-02,Active
CARD0000334,CUST022275,ACC0054021,Credit,425890,2022-12-24,2022-12-24,Closed
CARD0000335,CUST010811,ACC0046324,Credit,693321,2024-04-23,2024-04-23,Dormant
CARD0000336,CUST081455,ACC0042538,Debit,431473,2023-01-26,2023-01-26,Active
CARD0000337,CUST035161,ACC0079555,Prepaid,561715,2024-12-21,2024-12-21,Unknown
CARD0000338,CUST080726,ACC0011716,Prepaid,810740,2022-03-08,2022-03-08,Unknown
CARD0000339,CUST037970,ACC0047910,Credit,625750,2025-04-23,2025-04-23,Active
CARD0000340,CUST060820,ACC0041826,Unknown,808345,2022-08-26,2022-08-26,Active
CARD0000341,CUST028212,ACC0005794,Debit,698994,2025-07-28,2025-07-28,Unknown
CARD0000342,CUST064153,ACC0010732,Credit,429175,2024-07-09,2024-07-09,Unknown
CARD0000343,CUST015156,ACC0049370,Prepaid,489323,2023-10-18,2023-10-18,Dormant
CARD0000344,CUST019866,ACC0096806,Credit,871993,2025-01-16,2025-01-16,Unknown
CARD0000345,CUST068487,ACC0107723,Prepaid,808004,2025-04-12,2025-04-12,Active
CARD0000346,CUST062053,ACC0115164,Credit,679703,2022-05-31,2022-05-31,Dormant
CARD0000347,CUST039177,ACC0059744,Prepaid,427663,2024-12-10,2024-12-10,Dormant
CARD0000348,CUST012902,ACC0041021,Debit,531345,2023-02-03,2023-02-03,Inactive
CARD0000349,CUST030995,ACC0119221,Credit,814065,2025-04-07,2025-04-07,Inactive
CARD0000350,CUST024728,ACC0127926,Prepaid,476063,2024-06-19,2024-06-19,Active
CARD0000351,CUST031682,ACC0061441,Credit,559063,2024-07-13,2024-07-13,Dormant
CARD0000352,CUST013693,ACC0122234,Debit,790361,2024-03-15,2024-03-15,Unknown
CARD0000353,CUST075468,ACC0012725,Debit,407373,2024-02-22,2024-02-22,Unknown
CARD0000354,CUST012388,ACC0117864,Debit,864832,2024-03-30,2024-03-30,Active
CARD0000355,CUST013680,ACC0004612,Credit,620183,2023-01-10,2023-01-10,Active
CARD0000356,CUST033193,ACC0102420,Credit,563412,2024-07-10,2024-07-10,Active
CARD0000357,CUST035200,ACC0120786,Unknown,768398,2024-11-11,2024-11-11,Unknown
CARD0000358,CUST015059,ACC0017994,Debit,402355,2024-07-11,2024-07-11,Unknown
CARD0000359,CUST038504,ACC0116432,Debit,908032,2024-05-06,2024-05-06,Unknown
CARD0000360,CUST018223,ACC0040348,Prepaid,415163,2022-10-15,2022-10-15,Closed
CARD0000361,CUST010637,ACC0089151,Prepaid,426753,2024-01-04,2024-01-04,Dormant
CARD0000362,CUST027849,ACC0004685,Unknown,604543,2025-08-16,2025-08-16,Active
CARD0000363,CUST069975,ACC0119582,Debit,455466,2022-08-01,2022-08-01,Active
CARD0000364,CUST074741,ACC0016637,Credit,753028,2022-10-24,2022-10-24,Inactive
CARD0000365,CUST000938,ACC0007332,Debit,509841,2024-04-19,2024-04-19,Unknown
CARD0000366,CUST032285,ACC0005264,Prepaid,723676,2024-03-19,2024-03-19,Dormant
CARD0000367,CUST096002,ACC0026382,Debit,726673,2022-10-04,2022-10-04,Active
CARD0000368,CUST091799,ACC0025848,Credit,844710,2025-08-02,2025-08-02,Active
CARD0000369,CUST081909,ACC0011846,Unknown,579396,2022-03-02,2022-03-02,Active
CARD0000370,CUST094540,ACC0106190,Credit,982210,2022-12-02,2022-12-02,Inactive
CARD0000371,CUST075643,ACC0008758,Debit,526278,2024-12-06,0000-00-00,Dormant
CARD0000372,CUST088504,ACC0045527,Debit,411625,2024-01-01,2024-01-01,Unknown
CARD0000373,CUST049252,ACC0029430,Credit,803856,2025-04-14,2025-04-14,Dormant
CARD0000374,CUST015693,ACC0060940,Debit,493688,2025-11-30,2025-11-30,Closed
CARD0000375,CUST089176,ACC0047189,Credit,514442,2025-08-22,2025-08-22,Unknown
CARD0000376,CUST015202,ACC0060321,Credit,642946,2023-01-08,2023-01-08,Inactive
CARD0000377,CUST037814,ACC0095807,Unknown,917356,2022-09-06,2022-09-06,Unknown
CARD0000378,CUST051510,ACC0027136,Debit,555154,2022-10-05,2022-10-05,Active
CARD0000379,CUST039426,ACC0075384,Debit,692996,2023-11-25,2023-11-25,Dormant
CARD0000380,CUST080369,ACC0032508,Credit,571132,2025-06-22,2025-06-22,Unknown
CARD0000381,CUST006402,ACC0046861,Credit,789458,2024-01-01,2024-01-01,Unknown
CARD0000382,CUST087595,ACC0019494,Credit,779720,2024-08-01,2024-08-01,Unknown
CARD0000383,CUST058744,ACC0126075,Debit,765236,2022-04-08,2022-04-08,Unknown
CARD0000384,CUST078002,ACC0072302,Unknown,431906,2023-10-06,2023-10-06,Unknown
CARD0000385,CUST064113,ACC0022424,Debit,637114,2023-12-14,2023-12-14,Closed
CARD0000386,CUST084876,ACC0024870,Credit,552258,2025-06-17,2025-06-17,Closed
CARD0000387,CUST040058,ACC0020765,Debit,793174,2023-05-17,2023-05-17,Unknown
CARD0000388,CUST057955,ACC0054836,Credit,877639,2024-08-08,2024-08-08,Inactive
CARD0000389,CUST067802,ACC0035422,Unknown,554955,2022-07-19,2022-07-19,Unknown
CARD0000390,CUST076181,ACC0014145,Prepaid,901996,2024-12-05,2024-12-05,Unknown
CARD0000391,CUST078322,ACC0069743,Prepaid,410870,2025-11-23,2025-11-23,Active
CARD0000392,CUST038950,ACC0086049,Credit,402900,2023-12-19,2023-12-19,Inactive
CARD0000393,CUST063482,ACC0050448,Credit,670831,2023-05-18,2023-05-18,Active
CARD0000394,CUST026285,ACC0120323,Debit,984533,2025-04-06,2025-04-06,Active
CARD0000395,CUST000533,ACC0114545,Debit,753708,2022-10-20,2022-10-20,Closed
CARD0000396,CUST062162,ACC0128094,Prepaid,463836,2023-01-01,2023-01-01,Active
CARD0000397,CUST047397,ACC0038263,Debit,966438,2022-11-30,2022-11-30,Dormant
CARD0000398,CUST013930,ACC0033293,Unknown,831795,2024-01-05,2024-01-05,Unknown
CARD0000399,CUST091987,ACC0106174,Unknown,424052,2024-11-18,2024-11-18,Active
CARD0000400,CUST084751,ACC0073347,Unknown,739362,2025-02-22,2025-02-22,Unknown
CARD0000401,CUST026621,ACC0107872,Debit,777368,2024-12-01,2024-12-01,Inactive
CARD0000402,CUST080114,ACC0006278,Credit,418560,2024-09-27,2024-09-27,Active
CARD0000403,CUST020566,ACC0048078,Credit,844086,2022-01-03,2022-01-03,Unknown
CARD0000404,CUST055888,ACC0058664,Prepaid,998152,2024-04-04,2024-04-04,Active
CARD0000405,CUST031292,ACC0119984,Credit,791709,2024-07-23,2024-07-23,Closed
CARD0000406,CUST043450,ACC0127764,Credit,678414,2022-10-18,2022-10-18,Closed
CARD0000407,CUST031785,ACC0129400,Debit,845300,2025-09-25,2025-09-25,Active
CARD0000408,CUST094676,ACC0100192,Debit,750688,2022-09-20,2022-09-20,Dormant
CARD0000409,CUST049445,ACC0050848,Credit,977361,2025-05-08,2025-05-08,Inactive
CARD0000410,CUST059763,ACC0128550,Credit,973590,2024-01-14,2024-01-14,Unknown
CARD0000411,CUST040049,ACC0064783,Prepaid,894943,2022-07-13,2022-07-13,Unknown
CARD0000412,CUST055159,ACC0091547,Debit,987988,2023-09-10,2023-09-10,Unknown
CARD0000413,CUST079090,ACC0058983,Unknown,619193,2022-04-06,2022-04-06,Active
CARD0000414,CUST067980,ACC0066683,Prepaid,769326,2022-10-31,2022-10-31,Inactive
CARD0000415,CUST019743,ACC0110477,Credit,522464,2024-11-09,2024-11-09,Active
CARD0000416,CUST089840,ACC0039494,Debit,878425,2022-06-29,2022-06-29,Closed
CARD0000417,CUST030452,ACC0097180,Debit,688216,2024-06-28,2024-06-28,Unknown
CARD0000418,CUST054857,ACC0043044,Credit,954145,2024-12-24,2024-12-24,Inactive
CARD0000419,CUST071287,ACC0100904,Debit,547436,2023-07-26,2023-07-26,Active
CARD0000420,CUST020600,ACC0095885,Prepaid,585086,2024-01-22,2024-01-22,Inactive
CARD0000421,CUST037371,ACC0014562,Unknown,477778,2023-12-03,2023-12-03,Dormant
CARD0000422,CUST009147,ACC0002863,Credit,401398,2022-11-27,2022-11-27,Unknown
CARD0000423,CUST070838,ACC0043848,Unknown,981731,2023-12-18,2023-12-18,Inactive
CARD0000424,CUST090991,ACC0087231,Credit,544215,2022-06-01,2022-06-01,Active
CARD0000425,CUST093227,ACC0033307,Debit,423979,2024-02-10,2024-02-10,Unknown
CARD0000426,CUST092621,ACC0002975,Credit,713048,2025-02-18,2025-02-18,Inactive
CARD0000427,CUST037765,ACC0106970,Credit,786513,2022-11-01,2022-11-01,Active
CARD0000428,CUST016722,ACC0099198,Debit,571528,2023-05-03,2023-05-03,Active
CARD0000429,CUST027505,ACC0031805,Debit,414406,2024-11-20,2024-11-20,Unknown
CARD0000430,CUST031749,ACC0045495,Debit,759764,2025-04-08,2025-04-08,Dormant
CARD0000431,CUST040616,ACC0080013,Credit,420784,2022-04-13,2022-04-13,Closed
CARD0000432,CUST038941,ACC0054164,Debit,750438,2022-02-03,2022-02-03,Closed
CARD0000433,CUST094654,ACC0004977,Unknown,508837,2022-06-17,2022-06-17,Inactive
CARD0000434,CUST043821,ACC0125584,Credit,830983,2022-10-24,2022-10-24,Closed
CARD0000435,CUST031238,ACC0019896,Unknown,655780,2024-02-23,2024-02-23,Inactive
CARD0000436,CUST016648,ACC0037687,Credit,489875,2024-07-27,2024-07-27,Unknown
CARD0000437,CUST003301,ACC0004642,Debit,668495,2025-05-05,2025-05-05,Unknown
CARD0000438,CUST069390,ACC0059539,Credit,722457,2025-01-07,2025-01-07,Closed
CARD0000439,CUST019060,ACC0116348,Prepaid,863222,2023-06-13,2023-06-13,Unknown
CARD0000440,CUST089273,ACC0071651,Prepaid,502350,2024-09-23,2024-09-23,Inactive
CARD0000441,CUST037242,ACC0012677,Debit,461032,2024-07-22,2024-07-22,Active
CARD0000442,CUST020058,ACC0070279,Debit,647964,2024-04-05,2024-04-05,Inactive
CARD0000443,CUST049282,ACC0054028,Debit,442276,2023-08-08,2023-08-08,Closed
CARD0000444,CUST018365,ACC0082549,Unknown,985468,2024-09-29,0000-00-00,Dormant
CARD0000445,CUST079176,ACC0094964,Debit,915154,2024-06-02,2024-06-02,Inactive
CARD0000446,CUST074665,ACC0065108,Credit,563922,2025-01-04,2025-01-04,Unknown
CARD0000447,CUST052711,ACC0033989,Unknown,988646,2024-04-16,2024-04-16,Unknown
CARD0000448,CUST092531,ACC0088151,Debit,556301,2025-12-14,2025-12-14,Inactive
CARD0000449,CUST092885,ACC0005481,Debit,533631,2024-08-29,2024-08-29,Active
CARD0000450,CUST064080,ACC0005064,Debit,987897,2025-11-12,2025-11-12,Dormant
CARD0000451,CUST049398,ACC0058934,Credit,883002,2022-07-21,2022-07-21,Dormant
CARD0000452,CUST039025,ACC0036577,Unknown,832255,2024-09-07,2024-09-07,Active
CARD0000453,CUST075988,ACC0000630,Credit,457994,2023-10-07,2023-10-07,Dormant
CARD0000454,CUST056173,ACC0019537,Debit,767280,2025-09-19,2025-09-19,Unknown
CARD0000455,CUST093500,ACC0006649,Credit,537013,2024-08-05,2024-08-05,Unknown
CARD0000456,CUST053625,ACC0057924,Credit,416458,2022-06-09,2022-06-09,Unknown
CARD0000457,CUST086069,ACC0048961,Prepaid,708662,2023-02-24,2023-02-24,Active
CARD0000458,CUST024910,ACC0113459,Unknown,641991,2024-03-20,2024-03-20,Active
CARD0000459,CUST086598,ACC0062000,Unknown,780283,2023-11-25,2023-11-25,Unknown
CARD0000460,CUST039104,ACC0089294,Prepaid,452046,2022-09-26,2022-09-26,Unknown
CARD0000461,CUST020193,ACC0052692,Credit,864537,2025-03-30,2025-03-30,Dormant
CARD0000462,CUST064919,ACC0110068,Unknown,655449,2023-02-13,2023-02-13,Unknown
CARD0000463,CUST037629,ACC0034814,Credit,979400,2022-05-09,2022-05-09,Unknown
CARD0000464,CUST082518,ACC0026533,Unknown,591412,2023-06-17,2023-06-17,Unknown
CARD0000465,CUST066832,ACC0016592,Debit,732567,2022-03-24,0000-00-00,Unknown
CARD0000466,CUST055753,ACC0034608,Debit,441126,2024-04-17,2024-04-17,Unknown
CARD0000467,CUST091708,ACC0083974,Credit,776635,2023-12-25,2023-12-25,Unknown
CARD0000468,CUST052976,ACC0109339,Credit,695585,2022-02-17,2022-02-17,Dormant
CARD0000469,CUST035181,ACC0021136,Credit,829787,2025-03-30,2025-03-30,Unknown
CARD0000470,CUST060937,ACC0068238,Unknown,900650,2025-11-16,2025-11-16,Unknown
CARD0000471,CUST014273,ACC0075557,Prepaid,783674,2025-10-30,2025-10-30,Dormant
CARD0000472,CUST070670,ACC0013853,Credit,947996,2025-06-18,2025-06-18,Active
CARD0000473,CUST088533,ACC0113641,Unknown,990758,2023-10-24,2023-10-24,Inactive
CARD0000474,CUST066973,ACC0091736,Debit,481504,2022-01-08,2022-01-08,Closed
CARD0000475,CUST023945,ACC0126582,Prepaid,963431,2022-06-17,2022-06-17,Unknown
CARD0000476,CUST055128,ACC0008229,Credit,478027,2022-06-16,2022-06-16,Unknown
CARD0000477,CUST080503,ACC0017869,Debit,766995,2022-08-21,2022-08-21,Unknown
CARD0000478,CUST083916,ACC0040044,Debit,420569,2025-09-02,2025-09-02,Unknown
CARD0000479,CUST029802,ACC0077234,Unknown,647710,2024-02-11,2024-02-11,Active
CARD0000480,CUST081011,ACC0094883,Debit,515733,2022-10-05,2022-10-05,Closed
CARD0000481,CUST010095,ACC0084901,Credit,825923,2025-05-05,2025-05-05,Inactive
CARD0000482,CUST039216,ACC0094658,Credit,719483,2022-06-15,2022-06-15,Unknown
CARD0000483,CUST043418,ACC0043416,Credit,564590,2023-04-22,2023-04-22,Inactive
CARD0000484,CUST024559,ACC0026148,Debit,659869,2024-07-08,2024-07-08,Dormant
CARD0000485,CUST051804,ACC0029160,Debit,652729,2024-12-10,2024-12-10,Active
CARD0000486,CUST044791,ACC0097115,Unknown,810976,2022-03-18,2022-03-18,Inactive
CARD0000487,CUST056675,ACC0068721,Debit,904135,2023-03-08,2023-03-08,Active
CARD0000488,CUST097915,ACC0055864,Unknown,782264,2024-05-16,2024-05-16,Dormant
CARD0000489,CUST075611,ACC0073142,Credit,605897,2022-11-18,2022-11-18,Dormant
CARD0000490,CUST031555,ACC0014311,Credit,807441,2023-11-09,2023-11-09,Dormant
CARD0000491,CUST048953,ACC0007532,Debit,955498,2024-02-14,2024-02-14,Dormant
CARD0000492,CUST082206,ACC0060243,Debit,935893,2024-04-24,2024-04-24,Unknown
CARD0000493,CUST007946,ACC0118708,Prepaid,778725,2023-04-08,2023-04-08,Active
CARD0000494,CUST081964,ACC0106761,Debit,856606,2022-09-09,2022-09-09,Dormant
CARD0000495,CUST070035,ACC0035231,Credit,999712,2023-07-21,2023-07-21,Active
CARD0000496,CUST059492,ACC0004429,Prepaid,503312,2022-05-09,2022-05-09,Dormant
CARD0000497,CUST043268,ACC0058080,Debit,774430,2023-04-27,2023-04-27,Inactive
CARD0000498,CUST014561,ACC0058158,Debit,598931,2022-04-29,2022-04-29,Unknown
CARD0000499,CUST067912,ACC0125500,Debit,992007,2023-12-09,2023-12-09,Active
CARD0000500,CUST047421,ACC0021190,Unknown,729804,2025-10-27,2025-10-27,Inactive
CARD0000501,CUST083111,ACC0030162,Prepaid,471735,2023-07-12,2023-07-12,Dormant
CARD0000502,CUST001784,ACC0067729,Credit,469707,2022-11-11,2022-11-11,Active
CARD0000503,CUST044239,ACC0056234,Prepaid,971221,2025-06-04,2025-06-04,Active
CARD0000504,CUST025749,ACC0015427,Credit,977313,2025-07-24,2025-07-24,Active
CARD0000505,CUST023277,ACC0024687,Debit,964340,2022-08-29,2022-08-29,Active
CARD0000506,CUST081621,ACC0072542,Unknown,412469,2025-08-17,2025-08-17,Active
CARD0000507,CUST068715,ACC0083697,Unknown,461383,2022-12-01,2022-12-01,Active
CARD0000508,CUST019005,ACC0001497,Prepaid,688872,2025-12-16,2025-12-16,Active
CARD0000509,CUST070922,ACC0115777,Unknown,524745,2022-03-06,2022-03-06,Dormant
CARD0000510,CUST090634,ACC0094846,Debit,622830,2025-09-23,2025-09-23,Unknown
CARD0000511,CUST030615,ACC0002298,Credit,939156,2024-05-06,2024-05-06,Active
CARD0000512,CUST094993,ACC0018380,Debit,579420,2022-05-10,2022-05-10,Inactive
CARD0000513,CUST034123,ACC0125206,Prepaid,851963,2025-06-17,2025-06-17,Unknown
CARD0000514,CUST033849,ACC0124550,Unknown,448138,2022-11-21,2022-11-21,Unknown
CARD0000515,CUST036408,ACC0069092,Debit,925800,2022-01-18,2022-01-18,Unknown
CARD0000516,CUST075950,ACC0030344,Debit,664789,2024-09-18,2024-09-18,Unknown
CARD0000517,CUST017852,ACC0082835,Credit,543654,2023-09-29,2023-09-29,Inactive
CARD0000518,CUST064564,ACC0127929,Debit,640377,2022-12-31,2022-12-31,Unknown
CARD0000519,CUST050408,ACC0045161,Unknown,812880,2022-08-29,2022-08-29,Active
CARD0000520,CUST007002,ACC0111927,Debit,887212,2023-06-06,2023-06-06,Dormant
CARD0000521,CUST042208,ACC0122504,Debit,774975,2022-04-04,2022-04-04,Active
CARD0000522,CUST077377,ACC0122013,Prepaid,989420,2025-09-06,2025-09-06,Inactive
CARD0000523,CUST038172,ACC0071158,Credit,653517,2022-01-06,2022-01-06,Unknown
CARD0000524,CUST049827,ACC0039312,Unknown,941829,2022-05-27,2022-05-27,Closed
CARD0000525,CUST040483,ACC0028493,Prepaid,435212,2022-10-03,2022-10-03,Active
CARD0000526,CUST070626,ACC0054635,Prepaid,975591,2023-01-17,0000-00-00,Active
CARD0000527,CUST066478,ACC0028659,Debit,403231,2025-06-07,2025-06-07,Active
CARD0000528,CUST024459,ACC0011999,Debit,826563,2022-08-09,2022-08-09,Dormant
CARD0000529,CUST094400,ACC0111830,Prepaid,688618,2024-03-10,2024-03-10,Unknown
CARD0000530,CUST094708,ACC0123936,Prepaid,742467,2024-06-15,2024-06-15,Closed
CARD0000531,CUST026189,ACC0007669,Debit,442347,2024-10-03,2024-10-03,Inactive
CARD0000532,CUST034072,ACC0105031,Unknown,909369,2022-12-29,2022-12-29,Unknown
CARD0000533,CUST072354,ACC0098726,Credit,865031,2025-04-04,2025-04-04,Unknown
CARD0000534,CUST025573,ACC0128702,Credit,974688,2023-08-07,2023-08-07,Inactive
CARD0000535,CUST005700,ACC0001117,Credit,403992,2022-10-12,2022-10-12,Active
CARD0000536,CUST046534,ACC0074516,Credit,973353,2023-01-29,2023-01-29,Closed
CARD0000537,CUST069019,ACC0122546,Debit,534896,2022-01-10,2022-01-10,Unknown
CARD0000538,CUST074790,ACC0129223,Debit,594898,2022-10-17,2022-10-17,Active
CARD0000539,CUST043419,ACC0088955,Credit,808962,2024-12-03,2024-12-03,Active
CARD0000540,CUST004436,ACC0108267,Credit,967150,2024-11-03,2024-11-03,Active
CARD0000541,CUST076689,ACC0114506,Credit,856767,2022-09-24,2022-09-24,Unknown
CARD0000542,CUST066832,ACC0122164,Prepaid,607896,2024-02-22,2024-02-22,Unknown
CARD0000543,CUST070447,ACC0090222,Unknown,868483,2023-09-15,2023-09-15,Unknown
CARD0000544,CUST034841,ACC0035464,Prepaid,520231,2024-08-28,2024-08-28,Unknown
CARD0000545,CUST081866,ACC0106667,Prepaid,919523,2022-06-29,2022-06-29,Closed
CARD0000546,CUST056543,ACC0006367,Prepaid,436679,2025-02-01,2025-02-01,Unknown
CARD0000547,CUST085470,ACC0074296,Debit,841750,2022-02-16,2022-02-16,Active
CARD0000548,CUST027087,ACC0063541,Prepaid,848491,2025-10-20,2025-10-20,Unknown
CARD0000549,CUST092768,ACC0066334,Debit,466456,2024-11-06,2024-11-06,Active
CARD0000550,CUST011248,ACC0072837,Credit,508962,2022-06-16,2022-06-16,Inactive
CARD0000551,CUST079487,ACC0013199,Unknown,498723,2022-01-24,2022-01-24,Unknown
CARD0000552,CUST025107,ACC0038131,Debit,586193,2023-10-28,2023-10-28,Closed
CARD0000553,CUST012951,ACC0025690,Prepaid,709085,2024-03-05,2024-03-05,Unknown
CARD0000554,CUST046386,ACC0046333,Prepaid,975922,2023-11-25,2023-11-25,Unknown
CARD0000555,CUST097154,ACC0117011,Debit,980347,2024-06-21,2024-06-21,Active
CARD0000556,CUST014000,ACC0085797,Credit,597319,2025-05-20,2025-05-20,Unknown
CARD0000557,CUST023213,ACC0091528,Prepaid,514703,2022-06-24,2022-06-24,Unknown
CARD0000558,CUST019741,ACC0031223,Prepaid,871861,2025-12-15,2025-12-15,Inactive
CARD0000559,CUST073212,ACC0085149,Unknown,407233,2024-12-28,2024-12-28,Inactive
CARD0000560,CUST016469,ACC0039115,Credit,575559,2025-05-08,2025-05-08,Closed
CARD0000561,CUST047619,ACC0085857,Prepaid,627711,2025-12-22,2025-12-22,Dormant
CARD0000562,CUST097298,ACC0088044,Credit,806135,2025-03-10,2025-03-10,Unknown
CARD0000563,CUST042050,ACC0009615,Credit,403558,2023-09-19,2023-09-19,Unknown
CARD0000564,CUST048090,ACC0091971,Debit,822911,2023-07-30,2023-07-30,Active
CARD0000565,CUST078570,ACC0065557,Unknown,839633,2025-07-27,2025-07-27,Unknown
CARD0000566,CUST043887,ACC0104293,Credit,758578,2022-02-01,2022-02-01,Active
CARD0000567,CUST010748,ACC0001353,Prepaid,984831,2024-09-03,2024-09-03,Inactive
CARD0000568,CUST040674,ACC0010579,Credit,531588,2024-05-05,2024-05-05,Active
CARD0000569,CUST040489,ACC0124858,Debit,696106,2022-08-21,2022-08-21,Unknown
CARD0000570,CUST012020,ACC0009904,Debit,789533,2023-08-07,2023-08-07,Unknown
CARD0000571,CUST023427,ACC0068280,Prepaid,999363,2024-02-18,2024-02-18,Active
CARD0000572,CUST093050,ACC0116115,Credit,748143,2022-06-07,2022-06-07,Unknown
CARD0000573,CUST048533,ACC0017018,Prepaid,435956,2025-07-29,2025-07-29,Unknown
CARD0000574,CUST030294,ACC0011794,Credit,913793,2023-11-26,2023-11-26,Unknown
CARD0000575,CUST003345,ACC0116075,Debit,615572,2023-07-10,2023-07-10,Unknown
CARD0000576,CUST030824,ACC0050427,Credit,577942,2023-02-26,2023-02-26,Active
CARD0000577,CUST033639,ACC0074150,Credit,466688,2022-10-25,2022-10-25,Dormant
CARD0000578,CUST019545,ACC0047751,Credit,715220,2024-01-05,2024-01-05,Active
CARD0000579,CUST008489,ACC0102202,Credit,811160,2024-03-26,2024-03-26,Unknown
CARD0000580,CUST011871,ACC0066906,Prepaid,710839,2023-05-18,2023-05-18,Dormant
CARD0000581,CUST008102,ACC0068516,Credit,685881,2023-06-15,2023-06-15,Closed
CARD0000582,CUST007713,ACC0053436,Unknown,632824,2024-11-19,2024-11-19,Active
CARD0000583,CUST080956,ACC0081363,Unknown,590412,2025-12-13,2025-12-13,Inactive
CARD0000584,CUST022424,ACC0067725,Unknown,922053,2025-02-08,2025-02-08,Dormant
CARD0000585,CUST039447,ACC0088530,Unknown,428451,2024-09-24,2024-09-24,Inactive
CARD0000586,CUST072014,ACC0004408,Debit,758764,2024-01-02,2024-01-02,Closed
CARD0000587,CUST012649,ACC0087863,Debit,633125,2024-02-14,2024-02-14,Unknown
CARD0000588,CUST092794,ACC0079048,Credit,460846,2024-08-14,2024-08-14,Dormant
CARD0000589,CUST089360,ACC0005731,Credit,691009,2025-12-21,2025-12-21,Dormant
CARD0000590,CUST089626,ACC0038188,Credit,632985,2022-01-20,2022-01-20,Dormant
CARD0000591,CUST071074,ACC0039858,Debit,757586,2025-08-10,2025-08-10,Active
CARD0000592,CUST085730,ACC0129915,Unknown,874475,2023-08-17,2023-08-17,Inactive
CARD0000593,CUST004130,ACC0110641,Unknown,432402,2022-12-24,2022-12-24,Inactive
CARD0000594,CUST073473,ACC0029391,Debit,818242,2025-09-20,2025-09-20,Unknown
CARD0000595,CUST004627,ACC0021313,Credit,687487,2022-10-09,2022-10-09,Active
CARD0000596,CUST005975,ACC0017264,Credit,460738,2024-09-02,2024-09-02,Active
CARD0000597,CUST054377,ACC0027137,Debit,698904,2024-02-20,2024-02-20,Dormant
CARD0000598,CUST033515,ACC0107708,Prepaid,749307,2022-07-08,2022-07-08,Unknown
CARD0000599,CUST008117,ACC0043961,Prepaid,513836,2025-02-26,2025-02-26,Active
CARD0000600,CUST031987,ACC0025187,Debit,598514,2022-08-14,2022-08-14,Inactive
CARD0000601,CUST097319,ACC0052780,Credit,455760,2024-05-04,2024-05-04,Unknown
CARD0000602,CUST054052,ACC0065856,Credit,681791,2024-04-04,2024-04-04,Active
CARD0000603,CUST014959,ACC0116987,Credit,463920,2025-05-18,2025-05-18,Unknown
CARD0000604,CUST034583,ACC0031065,Credit,635873,2024-04-16,2024-04-16,Closed
CARD0000605,CUST027472,ACC0069086,Debit,465199,2022-02-14,2022-02-14,Active
CARD0000606,CUST021740,ACC0008662,Debit,739462,2025-04-28,2025-04-28,Inactive
