Account_ID,Customer_ID,Account_Number,Account_type,Branch_ID,Opening_Date,Balance,Account_Status
ACC0000308,CUST099108,9202343518,Current,BR0407,2023-07-23,3903527.48,Active
ACC0000309,CUST079645,9743960784,"Fixed deposit",BR0459,2024-12-08,4331290.07,Dormant
ACC0000310,CUST088612,4878428064,"Fixed deposit",BR0045,2024-11-17,289114.13,Closed
ACC0000311,CUST046186,7441572987,"Fixed deposit",BR0970,2024-02-01,1846086.02,Active
ACC0000312,CUST054078,9106732703,Salary,BR0889,2022-08-07,1826270.83,Unknown
ACC0000313,CUST086473,9975904820,Savings,BR0288,2023-05-15,415717.90,Unknown
ACC0000314,CUST086911,9942492709,Unknown,BR0568,2022-02-16,258884.91,Unknown
ACC0000315,CUST075172,7063027625,Current,BR0416,2025-12-01,0.00,Dormant
ACC0000316,CUST013335,6267082817,"Recurring deposit",BR0385,2022-07-27,594642.79,Unknown
ACC0000317,CUST035366,3810184698,Savings,BR0752,2022-10-26,2063479.82,Dormant
ACC0000318,CUST087246,3567936402,Current,BR0396,2024-06-10,1818203.95,Unknown
ACC0000319,CUST060450,2722882233,Savings,BR0546,2022-04-08,544323.26,Dormant
ACC0000320,CUST088730,1481774382,Unknown,BR0604,2025-09-14,4623990.47,Unknown
ACC0000321,CUST099793,8381790762,"Recurring deposit",BR0871,2022-05-12,4828628.90,Inactive
ACC0000322,CUST043013,8738759941,Salary,BR0316,2025-01-06,2914940.01,Dormant
ACC0000323,CUST077510,8937560095,Savings,BR0957,2024-11-15,2174389.28,Inactive
ACC0000324,CUST067428,8441059731,Savings,BR0172,2024-06-03,4103159.39,Inactive
ACC0000325,CUST059715,9006848577,Current,BR0262,2022-05-17,3728904.44,Dormant
ACC0000326,CUST092413,3523159256,"Recurring deposit",BR0566,2023-06-16,1362588.32,Inactive
ACC0000327,CUST031565,6108291943,"Fixed deposit",BR0918,2022-08-13,1092007.75,Inactive
ACC0000328,CUST007149,9378532829,Current,BR0532,2022-11-21,2363161.25,Active
ACC0000329,CUST045241,7638936448,Savings,BR0302,2022-10-24,2795462.99,Unknown
ACC0000330,CUST058844,7449653944,Savings,BR0750,2024-08-18,1704737.17,Closed
ACC0000331,CUST025326,3993373862,Unknown,BR0058,2023-07-15,1837829.40,Active
ACC0000332,CUST090905,8474573005,Savings,BR0164,2023-03-07,2834973.60,Active
ACC0000333,CUST026410,6165696474,Savings,BR0139,2024-02-23,2541630.38,Unknown
ACC0000334,CUST072673,3499776238,"Recurring deposit",BR0250,2022-01-12,1782229.17,Closed
ACC0000335,CUST076535,3665927859,Salary,BR0950,2022-06-12,3239513.52,Unknown
ACC0000336,CUST069642,2567957141,Unknown,BR0366,NULL,303200.28,Unknown
ACC0000337,CUST045002,5820637468,Savings,BR0672,2022-12-05,4612997.58,Unknown
ACC0000338,CUST032617,1351242822,Current,BR0733,2023-02-14,2973428.06,Active
ACC0000339,CUST068692,2525756089,Unknown,BR0034,2022-06-12,1282088.11,Dormant
ACC0000340,CUST054733,9415119631,Unknown,BR0576,2022-10-31,4807263.85,Active
ACC0000341,CUST046734,6747332752,Savings,BR0759,2023-08-29,548533.54,Unknown
ACC0000342,CUST012228,1104651164,Savings,BR0435,2025-03-28,1751110.32,Active
ACC0000343,CUST007798,6557101451,Salary,BR0906,2024-05-03,0.00,Closed
ACC0000344,CUST029883,9623666027,Savings,BR0576,2025-11-05,183868.55,Inactive
ACC0000345,CUST086185,5985109788,Current,BR0571,2023-04-23,481013.38,Inactive
ACC0000346,CUST014534,5633128315,"Fixed deposit",BR0196,2023-06-21,2751682.09,Active
ACC0000347,CUST050249,2932949157,Current,BR0466,2025-09-18,0.00,Unknown
ACC0000348,CUST015146,3370711087,Savings,BR0067,2022-10-21,3909323.63,Inactive
ACC0000349,CUST060563,7879819181,Salary,BR0678,2022-01-07,3640032.18,Inactive
ACC0000350,CUST012155,9162232687,Unknown,BR0582,2024-09-13,2920209.41,Inactive
ACC0000351,CUST095714,4900252606,Savings,BR0970,2025-07-16,2928402.66,Active
ACC0000352,CUST004300,7016068247,Savings,BR0904,2025-05-30,4197988.15,Unknown
ACC0000353,CUST066168,1672099733,"Recurring deposit",BR0583,2025-02-16,2730763.91,Unknown
ACC0000354,CUST075234,2087676405,Savings,BR0758,2025-05-31,4005988.87,Active
ACC0000355,CUST084311,1399365173,Current,BR0979,2024-09-16,2155276.93,Unknown
ACC0000356,CUST035047,7566723569,Unknown,BR0613,2023-08-11,1251825.30,Unknown
ACC0000357,CUST000114,3993550656,"Recurring deposit",BR0518,2022-04-17,4034575.86,Unknown
ACC0000358,CUST020419,8282472274,"Fixed deposit",BR0305,2024-07-08,4471453.67,Active
ACC0000359,CUST074373,6384785642,Savings,BR0908,2022-08-22,3021780.25,Unknown
ACC0000360,CUST053718,5849527637,"Recurring deposit",BR0149,2023-05-12,4547140.97,Dormant
ACC0000361,CUST097368,4066918084,"Fixed deposit",BR0631,2025-12-13,705980.26,Active
ACC0000362,CUST025159,5570370956,Unknown,BR0509,2022-09-20,3743629.81,Active
ACC0000363,CUST098358,9027027489,Current,BR0767,2023-09-25,2972344.96,Unknown
ACC0000364,CUST010361,1953965855,Current,BR0193,2025-10-23,3007387.25,Unknown
ACC0000365,CUST036666,9566464840,Savings,BR0207,2025-01-23,1954516.44,Active
ACC0000366,CUST061617,4782178333,Savings,BR0818,2025-12-02,1703399.06,Unknown
ACC0000367,CUST092584,7564939765,Unknown,BR0114,2022-09-04,1963650.24,Closed
ACC0000368,CUST043621,2886928274,Current,BR0575,NULL,3348024.25,Unknown
ACC0000369,CUST001671,8143908883,Current,BR0485,2025-05-08,4079310.93,Active
ACC0000370,CUST026776,2299610776,Savings,BR0774,2025-01-12,739670.04,Unknown
ACC0000371,CUST061563,7697086309,Savings,BR0689,2024-11-10,3917810.71,Closed
ACC0000372,CUST040099,9934387763,Unknown,BR0592,2023-11-29,2218388.44,Active
ACC0000373,CUST037338,7887172024,Salary,BR0950,2025-06-09,1916152.84,Closed
ACC0000374,CUST008122,3557785284,Savings,BR0939,2022-09-24,4750507.63,Active
ACC0000375,CUST050386,7695676099,Salary,BR0224,2024-06-05,989875.01,Closed
ACC0000376,CUST005316,3615098836,Unknown,BR0968,2023-06-29,2015038.86,Inactive
ACC0000377,CUST046241,3042442377,Savings,BR0115,2023-08-19,3881631.45,Unknown
ACC0000378,CUST073167,7841352475,Current,BR0811,2022-02-22,1426958.08,Active
ACC0000379,CUST081675,4314616534,Unknown,BR0193,2023-11-17,3850586.15,Active
ACC0000380,CUST056130,6933086615,Salary,BR0333,NULL,4348213.17,Inactive
ACC0000381,CUST089924,9768394505,Unknown,BR0009,2023-10-16,2589711.47,Closed
ACC0000382,CUST008072,5438684781,Unknown,BR0777,2023-03-29,3210271.60,Dormant
ACC0000383,CUST034050,3859717047,Current,BR0554,2024-11-13,837298.36,Inactive
ACC0000384,CUST087164,1292984151,Savings,BR0622,2024-04-12,4525392.13,Active
ACC0000385,CUST068018,3769393977,Savings,BR0650,2022-06-13,749302.27,Dormant
ACC0000386,CUST047074,6174885814,Salary,BR0335,2022-07-15,2447242.30,Inactive
ACC0000387,CUST040544,5531020339,Savings,BR0664,2024-09-25,1094808.22,Dormant
ACC0000388,CUST070592,3553495263,Unknown,BR0724,2023-02-15,4740844.63,Inactive
ACC0000389,CUST083217,8241225120,Salary,BR0093,2024-11-02,3226210.90,Active
ACC0000390,CUST001674,3552232534,"Recurring deposit",BR0871,2022-07-15,2782230.81,Dormant
ACC0000391,CUST026140,6573676089,Savings,BR0692,2023-10-07,3890023.74,Unknown
ACC0000392,CUST061847,2677490102,"Recurring deposit",BR0860,2025-08-14,2517225.12,Active
ACC0000393,CUST051430,9484485124,Current,BR0376,2024-12-26,3310876.92,Unknown
ACC0000394,CUST054188,7483468257,Savings,BR0236,2024-12-31,3334611.66,Unknown
ACC0000395,CUST024057,3551540236,Unknown,BR0716,2023-02-26,2883872.11,Unknown
ACC0000396,CUST060004,4010506930,"Recurring deposit",BR0805,2024-08-28,2997323.97,Dormant
ACC0000397,CUST041415,6761673225,Savings,BR0111,2022-08-08,2609551.69,Inactive
ACC0000398,CUST073671,9810839508,Savings,BR0437,2023-09-16,23084.40,Active
ACC0000399,CUST064904,8031544478,Unknown,BR0208,2023-12-19,3130921.71,Unknown
ACC0000400,CUST004538,8308634508,Savings,BR0839,2025-12-12,2735621.13,Active
ACC0000401,CUST094404,1713754378,Savings,BR0134,2022-08-17,149719.33,Inactive
ACC0000402,CUST046101,4837700072,Salary,BR0854,2024-03-15,4011639.14,Active
ACC0000403,CUST046881,2128905422,Current,BR0935,2025-12-21,2973000.79,Unknown
ACC0000404,CUST094112,9175723494,Current,BR0680,2023-06-11,3731243.23,Unknown
ACC0000405,CUST085914,1135965201,Current,BR0008,2024-07-16,3554486.77,Unknown
ACC0000406,CUST050614,3508602686,Current,BR0362,2025-05-12,900201.89,Dormant
ACC0000407,CUST024720,9992435764,"Fixed deposit",BR0938,NULL,4503013.25,Active
ACC0000408,CUST030353,7812992024,"Fixed deposit",BR0317,2022-09-14,2796069.83,Closed
ACC0000409,CUST075674,3251197180,Current,BR0835,2023-12-28,1836353.87,Unknown
ACC0000410,CUST002030,7267732414,Salary,BR0735,2023-12-14,458466.45,Active
ACC0000411,CUST078025,4767655613,Unknown,BR0965,2022-09-16,1068064.82,Closed
ACC0000412,CUST015062,1579348251,Current,BR0724,2024-07-11,619858.73,Unknown
ACC0000413,CUST030580,3033851582,Savings,BR0921,2023-04-25,4849680.95,Unknown
ACC0000414,CUST073311,1171111180,Savings,BR0508,2022-11-30,194756.55,Closed
ACC0000415,CUST036199,6992444294,"Recurring deposit",BR0775,2023-01-17,4244093.95,Active
ACC0000416,CUST007003,1975981205,Salary,BR0853,2025-06-29,1678190.46,Inactive
ACC0000417,CUST090108,6131633792,"Recurring deposit",BR0770,2025-06-14,2574130.38,Active
ACC0000418,CUST029410,7879010955,Savings,BR0901,2023-03-10,905927.38,Closed
ACC0000419,CUST051453,1237458164,Current,BR0470,2024-04-10,4130033.67,Unknown
ACC0000420,CUST075047,3852157132,Salary,BR0249,2022-03-15,3136376.39,Active
ACC0000421,CUST073209,2874595709,Current,BR0361,2022-08-28,32186.46,Inactive
ACC0000422,CUST085971,7244229575,Current,BR0004,2022-08-01,262266.93,Inactive
ACC0000423,CUST035884,8869641419,"Recurring deposit",BR0601,2025-08-23,2459124.36,Dormant
ACC0000424,CUST051908,9332329841,Current,BR0821,2023-09-01,3874582.22,Unknown
ACC0000425,CUST090361,4153085023,"Fixed deposit",BR0070,2024-02-29,4678019.71,Closed
ACC0000426,CUST091011,6279903367,Current,BR0180,2024-05-16,489085.83,Dormant
ACC0000427,CUST061501,2006955859,Current,BR0462,2023-10-31,580967.67,Unknown
ACC0000428,CUST079387,7692295291,Current,BR0640,2024-02-01,341340.81,Active
ACC0000429,CUST023512,8786345113,Current,BR0140,2025-12-12,3812691.38,Unknown
ACC0000430,CUST059906,9241736370,"Recurring deposit",BR0232,2024-09-14,2024531.60,Active
ACC0000431,CUST030264,8536900623,Current,BR0318,2023-11-28,2302458.40,Unknown
ACC0000432,CUST015911,9109104608,Savings,BR0225,2025-07-27,2553956.69,Active
ACC0000433,CUST055657,8892935204,Current,BR0254,2023-03-16,221140.60,Active
ACC0000434,CUST044589,9486295580,Current,BR0192,2022-05-29,3284300.39,Dormant
ACC0000435,CUST037614,6546640225,"Recurring deposit",BR0051,2025-04-04,4395128.47,Active
ACC0000436,CUST003193,7598220615,"Recurring deposit",BR0769,2023-02-05,2759671.04,Active
ACC0000437,CUST021639,8490809275,Savings,BR0832,2025-02-21,2070068.27,Dormant
ACC0000438,CUST071969,7755015819,Current,BR0513,2025-09-25,2811365.29,Active
ACC0000439,CUST018891,4264901201,"Fixed deposit",BR0226,2022-06-26,2321193.16,Inactive
ACC0000440,CUST097756,1430852438,Salary,BR0023,2024-04-13,1523492.09,Dormant
ACC0000441,CUST049001,2063959610,Savings,BR0943,2022-06-17,3801877.61,Active
ACC0000442,CUST013679,7872106878,"Recurring deposit",BR0161,2022-09-24,2321564.65,Unknown
ACC0000443,CUST017825,8447572924,Savings,BR0083,2023-12-09,3380970.01,Closed
ACC0000444,CUST047577,8064560727,Salary,BR0477,2023-03-15,4413722.46,Dormant
ACC0000445,CUST064540,3423897302,Unknown,BR0787,2024-09-27,3199079.66,Unknown
ACC0000446,CUST058083,3809093543,Current,BR0050,2022-09-01,4460140.59,Inactive
ACC0000447,CUST029046,1948738428,Savings,BR0525,2023-08-23,0.00,Active
ACC0000448,CUST094056,1839097272,Unknown,BR0071,2022-04-02,4902636.80,Inactive
ACC0000449,CUST094904,2756940766,Current,BR0404,2025-06-13,4817746.88,Closed
ACC0000450,CUST077542,1688608458,Unknown,BR0957,2024-09-26,699894.11,Dormant
ACC0000451,CUST082780,3155224138,Salary,BR0997,2024-11-04,2029372.63,Dormant
ACC0000452,CUST010371,7061916575,Current,BR0332,2022-04-04,4872894.92,Active
ACC0000453,CUST008766,3025851156,Savings,BR0767,2022-07-16,951625.03,Dormant
ACC0000454,CUST021352,8971301398,Current,BR0470,2022-10-01,2585194.51,Dormant
ACC0000455,CUST062573,1710479346,Unknown,BR0996,2022-03-21,4264740.95,Unknown
ACC0000456,CUST083263,9465909617,"Recurring deposit",BR0840,2023-05-22,1271014.86,Unknown
ACC0000457,CUST050581,6890938446,"Recurring deposit",BR0120,2023-11-28,0.00,Active
ACC0000458,CUST006790,9810863160,Current,BR0874,2022-11-12,1086916.18,Dormant
ACC0000459,CUST045236,2201531811,Salary,BR0456,2025-05-26,4811292.05,Inactive
ACC0000460,CUST024680,1493564974,Savings,BR0414,2023-08-11,1178520.53,Unknown
ACC0000461,CUST020299,6689971749,Savings,BR0257,2022-11-08,424672.34,Active
ACC0000462,CUST032347,8693112048,Current,BR0201,2025-06-12,3098160.59,Active
ACC0000463,CUST045912,7850160764,"Recurring deposit",BR0396,2025-02-26,1569608.50,Inactive
ACC0000464,CUST090142,3692736990,Savings,BR0393,2024-06-23,1641334.34,Unknown
ACC0000465,CUST011231,2056261879,"Recurring deposit",BR0184,2024-05-05,4049045.23,Active
ACC0000466,CUST037412,3467758981,"Recurring deposit",BR0274,2023-11-24,213989.76,Unknown
ACC0000467,CUST082546,9484611636,"Recurring deposit",BR0854,2023-03-26,665419.79,Active
ACC0000468,CUST099046,4053876019,Savings,BR0415,2023-11-21,3491443.81,Active
ACC0000469,CUST037670,1981517262,Current,BR0719,2022-08-11,3069666.58,Unknown
ACC0000470,CUST078237,4574730129,Current,BR0184,2024-03-10,4551909.18,Dormant
ACC0000471,CUST026147,4696740323,"Recurring deposit",BR0540,2024-07-02,4845062.31,Unknown
ACC0000472,CUST057833,9017269925,Unknown,BR0567,2022-10-11,456721.02,Dormant
ACC0000473,CUST049540,7481071676,Current,BR0919,2023-02-28,710438.66,Active
ACC0000474,CUST092796,4657407893,Salary,BR0634,2022-01-21,4669980.98,Active
ACC0000475,CUST092198,1796395811,Savings,BR0174,2022-08-21,1454655.44,Dormant
ACC0000476,CUST012230,6633735957,Savings,BR0093,2025-07-02,4016958.71,Dormant
ACC0000477,CUST038931,2571820976,Savings,BR0421,2023-07-31,3862421.65,Unknown
ACC0000478,CUST036794,3460959358,Current,BR0193,2025-08-26,845950.03,Unknown
ACC0000479,CUST001548,9881350702,Current,BR0973,2025-11-14,1107587.87,Active
ACC0000480,CUST034020,4700003706,Current,BR0492,2022-04-30,2118808.72,Unknown
ACC0000481,CUST065432,4358545728,Savings,BR0729,2022-03-20,1943192.05,Closed
ACC0000482,CUST032232,1640230324,Savings,BR0030,2024-01-06,985076.98,Active
ACC0000483,CUST097847,9319420581,Salary,BR0348,2023-06-13,3112834.82,Unknown
ACC0000484,CUST096068,2251122618,"Recurring deposit",BR0583,2024-12-26,3321357.37,Unknown
ACC0000485,CUST020282,4425357224,Savings,BR0459,2025-10-03,4936967.17,Unknown
ACC0000486,CUST083878,3930011377,Current,BR0390,2024-01-13,2925563.95,Closed
ACC0000487,CUST097881,2335822381,"Fixed deposit",BR0188,2025-11-17,2797784.48,Unknown
ACC0000488,CUST090780,7311898943,"Fixed deposit",BR0841,2024-05-09,2034126.36,Dormant
ACC0000489,CUST059097,2857019565,Savings,BR0069,2022-02-07,577936.67,Active
ACC0000490,CUST009782,8212222537,Salary,BR0428,2023-01-25,1227143.68,Unknown
ACC0000491,CUST094638,4477148727,"Fixed deposit",BR0671,2024-12-07,2476074.78,Dormant
ACC0000492,CUST090788,8460685271,Savings,BR0499,2025-02-21,4434154.73,Active
ACC0000493,CUST001315,8992670980,Salary,BR0168,2024-04-18,4403314.01,Unknown
ACC0000494,CUST024374,1596071291,Current,BR0874,2023-04-20,3315530.26,Active
ACC0000495,CUST030188,1888621535,Savings,BR0052,2022-03-25,2969719.66,Active
ACC0000496,CUST094965,7237543322,Current,BR0555,2022-04-24,3892259.70,Closed
ACC0000497,CUST059213,9776858730,Unknown,BR0122,2022-02-15,2775143.32,Unknown
ACC0000498,CUST047932,6267608365,"Fixed deposit",BR0476,2023-10-22,908129.20,Inactive
ACC0000499,CUST070959,4449109984,"Fixed deposit",BR0497,2023-01-17,2310657.74,Unknown
ACC0000500,CUST081391,3932204737,"Recurring deposit",BR0774,2025-07-05,3125903.53,Active
ACC0000501,CUST047674,9452542253,Current,BR0868,2023-08-12,597642.49,Active
ACC0000502,CUST069980,8529685543,"Recurring deposit",BR0245,2022-07-30,1630892.59,Unknown
ACC0000503,CUST000904,9572120973,Current,BR0503,2024-06-26,1470200.91,Unknown
ACC0000504,CUST019947,2175185491,Salary,BR0925,2022-01-07,1457334.88,Active
ACC0000505,CUST004001,2336796503,"Fixed deposit",BR0531,2024-02-26,4811894.92,Active
ACC0000506,CUST072077,8948100350,Unknown,BR0252,2024-03-24,416535.69,Unknown
ACC0000507,CUST012051,6310483499,"Fixed deposit",BR0518,2025-04-02,1458647.66,Unknown
ACC0000508,CUST034721,7440360165,Current,BR0119,2022-01-14,1576853.00,Closed
ACC0000509,CUST028612,1631997303,"Fixed deposit",BR0796,2024-02-10,1947192.62,Inactive
ACC0000510,CUST026925,7020740561,Savings,BR0035,2022-03-22,2126466.94,Active
ACC0000511,CUST010686,3606828461,Unknown,BR0665,2023-11-12,2095857.18,Active
ACC0000512,CUST031476,3156187349,Salary,BR0196,2025-02-25,3908063.74,Unknown
ACC0000513,CUST060355,1734761300,"Fixed deposit",BR0361,2025-09-24,1907328.34,Active
ACC0000514,CUST072147,1168901794,Current,BR0500,2022-04-18,2453446.49,Active
ACC0000515,CUST094316,8840567436,Savings,BR0756,2023-08-05,1664532.38,Closed
ACC0000516,CUST039828,9813716785,Salary,BR0784,2023-03-31,4427165.78,Unknown
ACC0000517,CUST050172,5780691189,Current,BR0694,2024-01-06,1587072.88,Inactive
ACC0000518,CUST096621,6443097194,"Recurring deposit",BR0512,2023-10-06,3729784.51,Unknown
ACC0000519,CUST021024,9615583177,Salary,BR0507,2022-02-17,2061211.79,Closed
ACC0000520,CUST087953,6864364930,Unknown,BR0149,2024-06-13,2727828.40,Active
ACC0000521,CUST031994,8367843625,"Recurring deposit",BR0017,2025-04-26,757624.78,Active
ACC0000522,CUST022160,2208529885,Current,BR0994,2025-08-19,1167682.46,Unknown
ACC0000523,CUST064286,5988263956,"Fixed deposit",BR0465,NULL,380364.77,Active
ACC0000524,CUST047655,3164996004,Salary,BR0643,2023-12-06,4624865.41,Unknown
ACC0000525,CUST030281,9564518523,"Recurring deposit",BR0310,2022-02-22,3318042.60,Dormant
ACC0000526,CUST016685,8758802957,"Recurring deposit",BR0070,2023-08-04,1816766.26,Active
ACC0000527,CUST003274,9369167384,"Recurring deposit",BR0857,2025-12-28,1763309.25,Closed
ACC0000528,CUST080254,1615174814,Salary,BR0169,2024-12-24,3053565.98,Active
ACC0000529,CUST057723,3037005756,"Fixed deposit",BR0014,2022-02-18,3453150.37,Closed
ACC0000530,CUST087977,9117950649,Savings,BR0238,2024-06-04,1676620.15,Active
ACC0000531,CUST008101,1146228484,Current,BR0346,2025-09-19,1509209.87,Unknown
ACC0000532,CUST034296,1915580700,Current,BR0819,2022-04-11,1915688.41,Active
ACC0000533,CUST020217,8211161248,Savings,BR0439,2022-08-23,0.00,Inactive
ACC0000534,CUST090059,8935946049,Unknown,BR0530,2024-08-02,3888951.39,Inactive
ACC0000535,CUST012581,8930494313,Current,BR0038,2025-10-19,4668028.24,Inactive
ACC0000536,CUST092448,3530874150,Current,BR0273,2024-08-18,3260093.61,Active
ACC0000537,CUST050535,6352886686,"Fixed deposit",BR0710,2024-02-21,3085767.56,Closed
ACC0000538,CUST052336,9227768556,Current,BR0634,2024-07-23,3578821.77,Unknown
ACC0000539,CUST010922,3623239210,Savings,BR0232,2022-11-04,2308463.11,Unknown
ACC0000540,CUST019112,1933268675,Savings,BR0940,2022-06-04,1731667.35,Dormant
ACC0000541,CUST076523,2282196099,Savings,BR0386,2022-04-18,779063.47,Inactive
ACC0000542,CUST084958,1792472575,"Recurring deposit",BR0161,NULL,2891801.11,Inactive
ACC0000543,CUST038405,4664970145,Current,BR0415,2023-09-04,2862633.24,Closed
ACC0000544,CUST080540,5998305075,Unknown,BR0117,2022-04-02,3076442.52,Unknown
ACC0000545,CUST060922,6654512074,Current,BR0289,2022-03-02,4353791.79,Closed
ACC0000546,CUST022972,7908143056,Savings,BR0450,2024-12-25,141660.19,Active
ACC0000547,CUST018271,1398542257,Salary,BR0920,2023-03-16,2244645.83,Active
ACC0000548,CUST076052,1159100700,Current,BR0923,2025-12-31,3831051.38,Active
ACC0000549,CUST023697,4541827616,Current,BR0898,2024-11-02,2934049.67,Active
ACC0000550,CUST012978,1786635907,Current,BR0092,2023-09-21,2765914.09,Unknown
ACC0000551,CUST033806,5632763509,Current,BR0280,2025-01-10,1923487.05,Active
ACC0000552,CUST029959,7942850905,Current,BR0973,2025-03-25,375197.32,Unknown
ACC0000553,CUST070213,1350301996,Savings,BR0737,2023-09-14,441373.12,Active
ACC0000554,CUST053958,4195259166,"Fixed deposit",BR0852,2022-01-31,1472977.35,Unknown
ACC0000555,CUST022137,3759030598,Savings,BR0632,2023-09-04,3892564.19,Unknown
ACC0000556,CUST097023,4090061046,Salary,BR0444,2025-07-04,1293515.88,Inactive
ACC0000557,CUST026073,6854014412,Current,BR0062,2022-06-26,3175478.29,Active
ACC0000558,CUST015430,4317415224,Salary,BR0708,2022-09-11,1545227.90,Dormant
ACC0000559,CUST076596,4362969231,Current,BR0063,2023-04-14,687909.03,Unknown
ACC0000560,CUST017431,9861311250,Unknown,BR0425,2024-01-20,957478.04,Unknown
ACC0000561,CUST084001,3549481874,Current,BR0031,2025-02-26,3098710.63,Inactive
ACC0000562,CUST047529,2418254549,"Fixed deposit",BR0249,2023-06-11,1282250.68,Active
ACC0000563,CUST056527,7179698661,Savings,BR0437,2024-12-25,3472010.17,Dormant
ACC0000564,CUST053414,4847591643,"Recurring deposit",BR0568,2025-02-07,4906191.73,Dormant
ACC0000565,CUST036315,3573556235,Savings,BR0383,2025-06-30,1573110.14,Unknown
ACC0000566,CUST050302,7764754776,Unknown,BR0353,2022-05-30,32588.99,Closed
ACC0000567,CUST079590,6031158975,Unknown,BR0170,2024-11-06,1419220.55,Unknown
ACC0000568,CUST042602,1744957348,"Fixed deposit",BR0672,2025-05-04,2600797.21,Inactive
ACC0000569,CUST088641,7225000497,Unknown,BR0185,2024-08-06,4050808.87,Active
ACC0000570,CUST042248,3387974571,Current,BR0515,2022-03-25,357091.01,Closed
ACC0000571,CUST003978,9691093400,Current,BR0757,2025-10-20,3878293.05,Active
ACC0000572,CUST051208,2268632860,"Recurring deposit",BR0618,2025-04-28,4374787.66,Inactive
ACC0000573,CUST053648,5160631319,Unknown,BR0815,2022-11-21,72526.36,Closed
ACC0000574,CUST076417,8730260827,Savings,BR0320,2025-10-19,4279820.68,Active
ACC0000575,CUST025915,8835443298,Current,BR0345,2024-12-09,4258676.37,Unknown
ACC0000576,CUST045003,3130056488,Salary,BR0113,2024-09-01,414716.80,Active
ACC0000577,CUST090037,7611973653,"Recurring deposit",BR0939,2023-10-10,1963890.81,Unknown
ACC0000578,CUST023848,8964146810,Current,BR0873,2024-06-21,1813256.07,Inactive
ACC0000579,CUST007908,1477270938,Savings,BR0137,2022-02-21,4354398.08,Dormant
ACC0000580,CUST069460,2234121955,Savings,BR0690,2022-08-29,3069984.07,Dormant
ACC0000581,CUST089664,7697665283,"Recurring deposit",BR0825,2023-10-20,2814489.93,Unknown
ACC0000582,CUST076211,5656560284,"Fixed deposit",BR0337,2023-03-31,412638.15,Closed
ACC0000583,CUST076909,3661284227,"Fixed deposit",BR0415,2024-04-07,2230005.03,Unknown
ACC0000584,CUST007564,9043175459,Savings,BR0933,2022-04-09,65567.83,Active
ACC0000585,CUST026253,2233361323,"Fixed deposit",BR0648,2024-07-27,4570777.09,Active
ACC0000586,CUST041731,9688344899,Salary,BR0842,2024-03-04,933422.01,Active
ACC0000587,CUST046249,2349104403,Current,BR0009,2024-09-25,2724613.55,Dormant
ACC0000588,CUST033902,1806463067,Savings,BR0573,2023-11-09,614391.78,Closed
ACC0000589,CUST043429,1146254762,"Fixed deposit",BR0390,2023-08-25,3244049.19,Unknown
ACC0000590,CUST037048,3128864946,Salary,BR0592,2022-06-07,509255.98,Active
ACC0000591,CUST000141,9994893958,Savings,BR0677,2023-02-17,4496317.32,Unknown
ACC0000592,CUST053097,6869065122,"Fixed deposit",BR0196,2022-06-16,2479215.80,Active
ACC0000593,CUST012653,9521175817,Current,BR0430,2022-07-27,1070310.41,Active
ACC0000594,CUST025909,7232674391,Current,BR0696,2023-07-07,1911314.18,Unknown
ACC0000595,CUST029890,7191719027,Current,BR0728,2022-11-11,604933.16,Closed
ACC0000596,CUST095563,1459361464,Current,BR0355,2023-09-12,4983577.02,Unknown
ACC0000597,CUST064572,8608619791,"Fixed deposit",BR0926,2023-03-17,3992366.65,Closed
ACC0000598,CUST047212,8467999649,Unknown,BR0807,2023-07-03,3159890.94,Active
ACC0000599,CUST060416,1042570981,"Recurring deposit",BR0428,2022-07-14,1448444.70,Inactive
ACC0000600,CUST071335,4662049328,"Recurring deposit",BR0921,2022-12-24,4425938.68,Inactive
ACC0000601,CUST072780,3861485278,Unknown,BR0649,2023-11-14,0.00,Closed
ACC0000602,CUST077241,8213595964,Current,BR0510,2025-12-31,4132153.34,Inactive
ACC0000603,CUST037190,8352239449,Current,BR0652,2022-01-26,1260232.16,Dormant
ACC0000604,CUST070163,6042605580,Current,BR0386,2025-12-07,1847788.30,Dormant
ACC0000605,CUST064526,7217193714,"Recurring deposit",BR0382,2022-08-14,1894207.41,Unknown
ACC0000606,CUST083728,8367862839,Savings,BR0496,2024-10-25,3480339.42,Unknown
ACC0000607,CUST033659,5416179464,Savings,BR0711,2025-01-13,1061463.60,Inactive
ACC0000608,CUST081839,6056374285,Current,BR0113,2022-03-23,3585725.34,Dormant
ACC0000609,CUST076110,3994759480,Current,BR0608,2024-11-01,1848615.25,Unknown
ACC0000610,CUST091408,1902955446,Savings,BR0018,2023-10-21,1746236.10,Active
ACC0000611,CUST087506,6369548888,Current,BR0039,2024-01-23,0.00,Inactive
ACC0000612,CUST047963,8573859070,Current,BR0455,2023-10-20,849909.63,Unknown
ACC0000613,CUST083517,8729989297,Salary,BR0543,2024-05-25,2433191.34,Inactive
ACC0000614,CUST016865,9424532066,Savings,BR0362,2024-11-01,4949034.59,Dormant
ACC0000615,CUST027075,6488066701,Salary,BR0330,2024-07-09,1152045.68,Unknown
ACC0000616,CUST043054,3462344084,Unknown,BR0118,2024-02-29,80134.75,Unknown
